path,extension,size_bytes,category,type,source_or_generated,should_version,responsibility,consumed_by,produces,risk,notes
docs/Documentación Proyecto 4.md,.md,32001,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/GOLD_DATA_CONTRACT.md,.md,7903,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/KNOWN_LIMITATIONS_PHASE_1.md,.md,3908,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/legacy/desglose_tecnologico_eyg.html,.html,35876,legacy/sospechoso,documentación,DOC,true,Material de referencia histórico (no-markdown),,,BAJO,
docs/legacy/levantamiento_maestro.pdf,.pdf,20164905,legacy/sospechoso,documentación,DOC,true,Material de referencia histórico (no-markdown),,,BAJO,
docs/legacy/Proyecto 6_ Log Tickets Zendesk-Fieldbeat (1).xlsx,.xlsx,355599,legacy/sospechoso,documentación,DOC,true,Material de referencia histórico (no-markdown),,,BAJO,
docs/legacy/Proyecto 7_ Unificacion P4-P5 para Dashboard BI  [v2026.02.03] - HojaApoteca Proyecto 5.csv,.csv,5851,legacy/sospechoso,documentación,DOC,true,Material de referencia histórico (no-markdown),,,BAJO,
docs/legacy/Proyecto 7_ Unificacion P4-P5 para Dashboard BI  [v2026.02.03] - HojaCombinada.csv,.csv,90905,legacy/sospechoso,documentación,DOC,true,Material de referencia histórico (no-markdown),,,BAJO,
docs/legacy/Proyecto 7_ Unificacion P4-P5 para Dashboard BI  [v2026.02.03] - HojaGeneral Proyecto 4.csv,.csv,81289,legacy/sospechoso,documentación,DOC,true,Material de referencia histórico (no-markdown),,,BAJO,
docs/legacy/Proyecto_7__Dashboard_Operacional_EyG_-_Integración_FB+DBR+ZD (4).pdf,.pdf,2273869,legacy/sospechoso,documentación,DOC,true,Material de referencia histórico (no-markdown),,,BAJO,
docs/legacy/Proyecto%204%20-%20Sincronizaci%C3%B3n%20Fieldbeat-Dolibarr.json,.json,42933,legacy/sospechoso,documentación,DOC,true,Material de referencia histórico (no-markdown),,,BAJO,
docs/legacy/relevamiento_maestro_nexus_cerberus.html,.html,58041,legacy/sospechoso,documentación,DOC,true,Material de referencia histórico (no-markdown),,,BAJO,
docs/LOCAL_OPERATIONS_RUNBOOK.md,.md,4303,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/MANUAL_REVIEW_VIEW.md,.md,7631,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/P4.gs.txt,.txt,18973,legacy/sospechoso,documentación,DOC,true,Material de referencia histórico (no-markdown),,,BAJO,
docs/P5.txt,.txt,11397,legacy/sospechoso,documentación,DOC,true,Material de referencia histórico (no-markdown),,,BAJO,
docs/PHASE_1_CLOSEOUT.md,.md,4518,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/PHASE_2_BACKLOG.md,.md,3312,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/PHASE_2_HANDOFF.md,.md,4422,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/PRODUCT_APP_ARCHITECTURE.md,.md,15836,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/PROJECT_CLEANUP_CANDIDATES.md,.md,15105,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/PROJECT_FILE_INVENTORY.md,.md,22038,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/PROJECT_STRUCTURE_MAP.md,.md,12539,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/QUERY_GUIDE.md,.md,4083,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/SCOPE_AND_LIMITATIONS.md,.md,4237,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/SCRIPTS_REGISTRY.md,.md,12403,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/SQL_WAREHOUSE.md,.md,12683,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/VISUAL_REDESIGN_EYG.md,.md,8743,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
nodenpm,,0,legacy/sospechoso,desconocido,UNKNOWN,false,Archivo de 0 bytes sin referencias conocidas - ver PROJECT_CLEANUP_CANDIDATES.md,,,BAJO,
package-lock.json,.json,6340,configuración,configuración,GENERATED,true,Scripts/dependencias del pipeline raíz,,,MEDIO,
package.json,.json,2294,configuración,configuración,SOURCE,true,Scripts/dependencias del pipeline raíz,,,ALTO,
PROJECT_INDEX.md,.md,10210,documentación,documentación,DOC,true,Documentación raíz,,,BAJO,
README.md,.md,8,documentación,documentación,DOC,true,Documentación raíz,,,BAJO,
sql/00_schema_overview.sql,.sql,2946,documentación,script,SOURCE,true,Query SQL reutilizable de ejemplo,,,BAJO,
sql/01_ticket_operational_overview.sql,.sql,1619,documentación,script,SOURCE,true,Query SQL reutilizable de ejemplo,,,BAJO,
sql/02_fieldbeat_report_overview.sql,.sql,2056,documentación,script,SOURCE,true,Query SQL reutilizable de ejemplo,,,BAJO,
sql/03_client_report_volume.sql,.sql,1590,documentación,script,SOURCE,true,Query SQL reutilizable de ejemplo,,,BAJO,
sql/04_client_parts_consumption.sql,.sql,2418,documentación,script,SOURCE,true,Query SQL reutilizable de ejemplo,,,BAJO,
sql/05_equipment_parts_consumption.sql,.sql,1574,documentación,script,SOURCE,true,Query SQL reutilizable de ejemplo,,,BAJO,
sql/06_used_parts_quality.sql,.sql,2230,documentación,script,SOURCE,true,Query SQL reutilizable de ejemplo,,,BAJO,
sql/07_unmatched_and_ambiguous_parts.sql,.sql,1837,documentación,script,SOURCE,true,Query SQL reutilizable de ejemplo,,,BAJO,
sql/08_scope_and_limitations.sql,.sql,1624,documentación,script,SOURCE,true,Query SQL reutilizable de ejemplo,,,BAJO,
sql/09_search_technical_events.sql,.sql,3152,documentación,script,SOURCE,true,Query SQL reutilizable de ejemplo,,,BAJO,
sql/10_machine_history_by_client.sql,.sql,2024,documentación,script,SOURCE,true,Query SQL reutilizable de ejemplo,,,BAJO,
sql/11_after_hours_overview.sql,.sql,1997,documentación,script,SOURCE,true,Query SQL reutilizable de ejemplo,,,BAJO,
sql/README.md,.md,3765,documentación,documentación,DOC,true,Índice del paquete de queries SQL,,,BAJO,
src/curation/validate-curation-files.js,.js,6650,curación,código,SOURCE,true,Valida schema de archivos de curación manual,curation:validate,data/reports/curation_validation_summary.json,BAJO,
src/db/init-duckdb.js,.js,918,duckdb warehouse,código,SOURCE,true,Inicializa/carga/valida el warehouse DuckDB,db:init|db:build,data/warehouse/eyg_nexus.duckdb,ALTO,
src/db/load-duckdb.js,.js,2683,duckdb warehouse,código,SOURCE,true,Inicializa/carga/valida el warehouse DuckDB,db:load|db:build,data/warehouse/eyg_nexus.duckdb,ALTO,
src/db/validate-duckdb.js,.js,2141,duckdb warehouse,código,SOURCE,true,Inicializa/carga/valida el warehouse DuckDB,db:validate|db:build,data/reports/duckdb_validation_summary.json,ALTO,
src/db/warehouse-config.js,.js,5121,duckdb warehouse,código,SOURCE,true,Inicializa/carga/valida el warehouse DuckDB,,,ALTO,
src/gold/build-after-hours-gold.js,.js,8548,gold builder,código,SOURCE,true,Construye datasets finales agregados (GOLD),build:gold:after-hours,data/gold/,MEDIO,
src/gold/build-fieldbeat-gold.js,.js,10221,gold builder,código,SOURCE,true,Construye datasets finales agregados (GOLD),build:gold:fieldbeat,data/gold/,MEDIO,
src/gold/build-gold.js,.js,16013,gold builder,código,SOURCE,true,Construye datasets finales agregados (GOLD),build:gold,data/gold/,MEDIO,
src/lib/business-hours.js,.js,7125,configuración,código,SOURCE,true,Helper compartido del pipeline,,,ALTO,
src/lib/calculation-confidence.js,.js,10121,configuración,código,SOURCE,true,Helper compartido del pipeline,,,ALTO,
src/lib/csv.js,.js,1254,configuración,código,SOURCE,true,Helper compartido del pipeline,,,ALTO,
src/lib/http.js,.js,707,configuración,código,SOURCE,true,Helper compartido del pipeline,,,ALTO,
src/lib/save-json.js,.js,454,configuración,código,SOURCE,true,Helper compartido del pipeline,,,ALTO,
src/marts/build-fieldbeat-report-dolibarr-view.js,.js,8663,mart builder,código,SOURCE,true,Construye vistas intermedias de negocio (mart),build:fieldbeat-report-dolibarr-view,data/marts/FieldBeat_Report_Dolibarr_Operational_View.csv,MEDIO,
src/marts/build-fieldbeat-working-hours-analysis.js,.js,11612,mart builder,código,SOURCE,true,Construye vistas intermedias de negocio (mart),build:fieldbeat-working-hours,data/marts/FieldBeat_Working_Hours_Analysis.csv,MEDIO,
src/marts/build-ticket-fieldbeat-dolibarr-view.js,.js,8861,mart builder,código,SOURCE,true,Construye vistas intermedias de negocio (mart),build:ticket-fieldbeat-dolibarr-view,data/marts/Ticket_FieldBeat_Dolibarr_Operational_View.csv,MEDIO,
src/marts/build-ticket-fieldbeat-view.js,.js,7896,mart builder,código,SOURCE,true,Construye vistas intermedias de negocio (mart),build:ticket-fieldbeat-view,data/marts/Ticket_FieldBeat_Operational_View.csv,MEDIO,
src/marts/build-used-parts-dolibarr-match.js,.js,6593,mart builder,código,SOURCE,true,Construye vistas intermedias de negocio (mart),build:used-parts-dolibarr-match,data/marts/Used_Parts_Dolibarr_Match.csv,MEDIO,
src/miners/.prettierrc,,40,miner,código,SOURCE,true,Extracción desde API externa (RAW),,,ALTO,
src/miners/dolibarr.js,.js,1324,miner,código,SOURCE,true,Extracción desde API externa (RAW),get:dolibarr|get:all,data/raw/dolibarr/,ALTO,
src/miners/fieldbeat-all.js,.js,4833,miner,código,SOURCE,true,Extracción desde API externa (RAW),get:fieldbeat:all|get:all,data/raw/fieldbeat/,ALTO,
src/miners/fieldbeat.js,.js,2374,miner,código,SOURCE,true,Extracción desde API externa (RAW),get:fieldbeat,data/raw/fieldbeat/,ALTO,
src/miners/zendesk-backfill-missing-ticket-ids.js,.js,4705,miner,código,SOURCE,true,Extracción desde API externa (RAW),get:zendesk:backfill-fieldbeat,data/raw/zendesk/backfill_by_fieldbeat_ticket_ids/,ALTO,
src/miners/zendesk.js,.js,1523,miner,código,SOURCE,true,Extracción desde API externa (RAW),get:zendesk,data/raw/zendesk/,ALTO,
src/normalizers/dolibarr-normalizer.js,.js,3881,normalizer,código,SOURCE,true,Transforma RAW en PROCESSED,normalize:dolibarr,data/processed/dolibarr/,ALTO,
src/normalizers/fieldbeat-normalizer.js,.js,14202,normalizer,código,SOURCE,true,Transforma RAW en PROCESSED,normalize:fieldbeat,data/processed/fieldbeat/,ALTO,
src/normalizers/zendesk-normalizer.js,.js,4977,normalizer,código,SOURCE,true,Transforma RAW en PROCESSED,normalize:zendesk,data/processed/zendesk/,ALTO,
src/qa/audit-dolibarr.js,.js,3875,auditoría,código,SOURCE,true,Validaciones/auditorías de solo lectura,,,BAJO,
src/qa/audit-fieldbeat.js,.js,5478,auditoría,código,SOURCE,true,Validaciones/auditorías de solo lectura,,,BAJO,
src/qa/audit-project-structure.js,.js,21041,auditoría,código,SOURCE,true,Validaciones/auditorías de solo lectura,,,BAJO,
src/qa/audit-ticket-fieldbeat-multiplicity.js,.js,5543,auditoría,código,SOURCE,true,Validaciones/auditorías de solo lectura,,,BAJO,
src/qa/audit-zendesk.js,.js,4044,auditoría,código,SOURCE,true,Validaciones/auditorías de solo lectura,,,BAJO,
src/qa/final-phase1-audit.js,.js,6893,auditoría,código,SOURCE,true,Validaciones/auditorías de solo lectura,qa:phase1,data/reports/phase1_final_audit_summary.json,BAJO,
src/qa/reconcile-ticket-fieldbeat-dolibarr-scope.js,.js,7507,auditoría,código,SOURCE,true,Validaciones/auditorías de solo lectura,,,BAJO,
src/request.http,.http,593,legacy/sospechoso,desconocido,SOURCE,false,Duplicado obsoleto de src/run-all.js guardado con nombre/extensión equivocados - ver PROJECT_CLEANUP_CANDIDATES.md,,,BAJO,
src/resolvers/part-identity-resolver.js,.js,7774,resolver,código,SOURCE,true,Resolución de identidad (repuestos FieldBeat<->Dolibarr),,,ALTO,
src/run-all.js,.js,603,sincronización,script,SOURCE,true,Orquesta los 3 miners en secuencia,get:all,data/raw/,ALTO,
