client_name,client_rut,period,total_reports,used_parts_count,matched_used_parts_count,placeholder_used_parts_count,unmatched_used_parts_count,ambiguous_used_parts_count
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2021-09,14,8,3,4,1,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2021-10,3,1,0,0,0,1
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2021-11,7,5,2,2,1,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2021-12,16,5,4,0,0,1
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2022-01,16,7,5,0,2,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2022-02,3,2,0,1,1,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2022-03,9,4,2,0,1,1
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2022-04,13,11,1,10,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2022-05,8,1,1,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2022-06,6,2,0,2,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2022-07,5,5,3,2,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2022-08,7,7,5,1,1,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2022-09,8,4,4,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2022-10,16,14,5,1,6,2
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2022-11,12,7,6,0,1,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2022-12,10,6,2,3,1,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2023-01,8,7,4,2,1,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2023-02,16,10,8,2,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2023-03,18,2,0,2,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2023-04,9,3,0,1,1,1
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2023-05,14,29,19,6,4,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2023-06,7,3,1,2,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2023-07,8,3,3,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2023-08,8,2,1,1,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2023-09,10,4,1,2,1,0
FUNDACION ARTURO LOPEZ PEREZ,70.377.400-8,2023-10,7,7,5,2,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2023-11,6,2,1,1,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2023-12,13,6,2,2,2,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2024-01,12,6,4,1,1,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2024-02,4,2,0,2,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2024-03,7,7,5,0,2,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2024-04,9,0,0,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2024-05,15,9,7,2,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2024-06,1,0,0,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2024-07,10,4,4,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2024-08,12,4,0,3,1,0
FUNDACION ARTURO LOPEZ PEREZ,70.377.400-8,2024-09,6,2,1,1,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2024-10,4,2,0,2,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2024-11,10,3,3,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2024-12,11,2,0,2,0,0
FUNDACION ARTURO LOPEZ PEREZ,70.377.400-8,2025-01,23,9,5,0,3,1
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2025-02,6,3,0,1,1,1
FUNDACION ARTURO LOPEZ PEREZ,70.377.400-8,2025-03,12,6,4,0,2,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2025-04,10,2,0,1,1,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2025-05,11,5,3,1,1,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2025-06,7,4,3,1,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2025-07,17,2,1,1,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2025-08,8,0,0,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2025-09,2,0,0,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2025-10,5,1,0,0,0,1
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2025-11,5,1,1,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2025-12,4,0,0,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2026-01,1,1,1,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2026-02,3,0,0,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2026-03,10,1,1,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2026-04,5,1,0,0,1,0
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2026-05,1,1,0,0,0,1
FUNDACION ARTURO LOPEZ PEREZ,70377400-8,2026-06,6,0,0,0,0,0
FUNDACION ARTURO LOPEZ PEREZ,70.377.400-8,2026-07,9,1,1,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2018-08,1,1,0,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2018-09,5,5,1,4,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2018-10,7,4,0,3,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2018-11,6,4,1,3,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2018-12,3,3,0,3,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2019-01,8,7,2,5,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2019-02,3,2,1,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2019-03,6,3,0,3,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2019-04,3,3,2,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2019-05,3,4,3,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2019-06,2,2,0,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2019-07,4,3,0,1,2,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2019-08,4,2,0,1,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2019-09,4,4,0,4,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2019-10,5,3,2,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2019-11,2,1,0,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2019-12,3,1,0,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2020-01,3,3,0,3,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2020-02,1,1,0,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2020-03,4,5,1,3,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2020-04,2,1,1,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2020-05,4,4,2,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2020-06,1,1,0,0,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2020-07,4,5,2,3,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2020-08,2,1,1,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2020-09,1,1,0,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2020-10,4,4,1,2,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),,2020-11,5,4,0,4,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2020-12,3,3,0,2,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2021-01,3,1,0,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2021-02,1,1,0,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2021-03,4,3,1,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2021-04,2,2,0,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2021-05,1,1,0,0,0,1
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2021-06,1,1,1,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2021-07,1,0,0,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2021-08,3,3,1,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2021-09,2,2,0,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2021-10,12,11,1,10,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2021-11,4,4,2,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2021-12,4,4,1,3,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2022-01,4,2,0,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2022-02,4,4,1,2,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2022-03,4,1,0,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2022-04,8,6,0,5,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2022-05,1,1,0,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2022-06,3,4,2,1,0,1
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2022-07,2,2,0,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2022-08,4,3,0,3,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2022-09,3,3,0,3,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2022-10,3,3,1,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2022-11,10,10,4,4,2,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2022-12,1,1,0,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2023-01,5,6,2,4,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2023-03,2,2,0,1,0,1
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2023-04,8,6,1,4,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2023-05,2,2,0,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2023-06,4,3,1,1,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2023-07,2,3,2,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2023-08,7,8,3,4,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2023-09,3,4,4,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2023-10,2,3,2,0,0,1
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2023-11,2,0,0,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2023-12,1,1,0,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2024-01,10,12,9,3,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2024-02,4,4,2,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2024-03,3,3,1,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2024-04,12,12,2,6,4,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2024-05,4,4,3,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2024-06,3,3,1,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2024-07,2,2,1,1,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2024-08,7,8,4,4,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2024-09,1,0,0,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2024-10,4,4,2,2,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2024-11,6,0,0,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2024-12,4,2,1,0,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2025-01,2,0,0,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2025-02,3,1,1,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2025-03,5,7,7,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2025-04,4,1,1,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2025-06,4,0,0,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2025-07,2,1,1,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2025-08,2,3,3,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2025-09,1,1,1,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2025-10,5,1,1,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2025-11,7,15,12,2,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2025-12,5,0,0,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2026-01,10,2,1,0,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2026-02,4,0,0,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2026-03,6,0,0,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2026-04,10,1,1,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2026-05,3,1,1,0,0,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2026-06,5,5,4,0,1,0
HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,2026-07,5,2,2,0,0,0
HOSPITAL EXEQUIEL GONZÁLEZ CORTÉS,Licitación 1057499-21-LR24-HEGC,2024-06,7,6,0,0,6,0
Hospital Regional de Coyhaique,61602280-6,2026-03,1,2,0,2,0,0
HOSPITAL REGIONAL DE TALCA,61.606.901-2,2019-07,2,0,0,0,0,0
INRAD,96.757.430-9,2018-09,1,1,0,1,0,0
INRAD,96.757.430-9,2018-10,1,1,0,1,0,0
INRAD,96.757.430-9,2018-11,4,2,1,1,0,0
INRAD,,2018-12,1,1,0,1,0,0
INRAD,,2019-03,2,1,0,0,1,0
INRAD,,2019-04,1,0,0,0,0,0
INRAD,96.757.430-9,2019-07,2,2,0,2,0,0
INRAD,,2019-08,2,2,0,2,0,0
INRAD,,2020-01,1,1,0,1,0,0
INRAD,,2020-02,1,1,0,1,0,0
INRAD,,2020-04,1,1,0,1,0,0
INRAD,96.757.430-9,2020-05,1,1,0,0,1,0
INRAD,,2020-07,1,1,0,0,1,0
INRAD,,2020-08,3,1,0,1,0,0
INRAD,,2020-09,1,1,1,0,0,0
INRAD,,2020-10,2,2,1,1,0,0
INRAD,,2020-11,3,1,1,0,0,0
INRAD,96.757.430-9,2021-01,1,0,0,0,0,0
INRAD,96.757.430-9,2021-02,2,1,0,1,0,0
INRAD,96.757.430-9,2021-03,4,6,4,2,0,0
INRAD,96.757.430-9,2021-04,1,0,0,0,0,0
INRAD,96.757.430-9,2021-05,9,4,2,2,0,0
INRAD,96.757.430-9,2021-06,1,1,1,0,0,0
INRAD,96.757.430-9,2021-08,2,1,0,1,0,0
INRAD,96.757.430-9,2021-09,1,1,1,0,0,0
INRAD,96.757.430-9,2021-10,2,2,2,0,0,0
INRAD,96.757.430-9,2021-11,3,1,0,1,0,0
INRAD,96.757.430-9,2021-12,1,0,0,0,0,0
INRAD,96.757.430-9,2022-01,1,1,1,0,0,0
INRAD,96.757.430-9,2022-06,2,0,0,0,0,0
INRAD,96.757.430-9,2022-07,2,1,0,1,0,0
INRAD,96.757.430-9,2022-08,2,1,1,0,0,0
INRAD,96.757.430-9,2022-09,2,2,0,1,1,0
INRAD,96.757.430-9,2022-10,1,1,0,1,0,0
INRAD,96.757.430-9,2022-11,1,0,0,0,0,0
INRAD,96.757.430-9,2022-12,1,1,0,1,0,0
INRAD,96.757.430-9,2023-03,1,1,0,0,1,0
INRAD,96.757.430-9,2023-04,2,0,0,0,0,0
INRAD,96.757.430-9,2023-06,1,0,0,0,0,0
INRAD,96.757.430-9,2023-08,2,0,0,0,0,0
INRAD,96.757.430-9,2023-10,3,1,0,1,0,0
INRAD,96.757.430-9,2023-11,3,0,0,0,0,0
INRAD,96.757.430-9,2024-02,5,1,0,1,0,0
INRAD,96.757.430-9,2024-03,1,1,1,0,0,0
INRAD,96.757.430-9,2024-04,1,0,0,0,0,0
INRAD,96.757.430-9,2024-05,1,1,0,1,0,0
INRAD,96.757.430-9,2024-06,1,0,0,0,0,0
INRAD,96.757.430-9,2024-07,3,0,0,0,0,0
INRAD,96.757.430-9,2024-08,5,0,0,0,0,0
INRAD,96.757.430-9,2024-09,3,2,1,1,0,0
INRAD,96.757.430-9,2024-10,2,1,0,1,0,0
INRAD,96.757.430-9,2024-11,3,1,1,0,0,0
INRAD,96.757.430-9,2024-12,1,1,1,0,0,0
INRAD,96.757.430-9,2025-02,2,0,0,0,0,0
INRAD,96.757.430-9,2025-03,4,1,0,1,0,0
INRAD,96.757.430-9,2025-04,7,0,0,0,0,0
INRAD,96.757.430-9,2025-05,2,0,0,0,0,0
INRAD,96.757.430-9,2025-07,1,0,0,0,0,0
INRAD,96.757.430-9,2025-09,1,0,0,0,0,0
INRAD,96.757.430-9,2025-10,1,1,0,1,0,0
INRAD,96.757.430-9,2025-11,3,2,0,0,1,1
INRAD,96.757.430-9,2025-12,2,1,0,1,0,0
INRAD,96.757.430-9,2026-01,4,2,1,0,1,0
INRAD,96.757.430-9,2026-03,4,0,0,0,0,0
INRAD,96.757.430-9,2026-06,1,0,0,0,0,0
INRAD,96.757.430-9,2026-08,1,1,1,0,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2018-09,1,1,0,1,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2018-12,1,1,0,1,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2019-05,1,1,0,1,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2021-01,1,1,0,1,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2021-02,1,1,0,1,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2021-04,2,0,0,0,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2021-06,1,0,0,0,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2021-07,3,0,0,0,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2021-10,1,1,0,1,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2021-11,1,0,0,0,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2021-12,1,1,0,0,1,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2022-03,1,1,0,1,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2022-06,2,1,0,1,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2022-09,2,2,0,2,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2023-03,3,1,0,1,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2023-07,1,1,0,1,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2023-08,1,0,0,0,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2023-09,1,1,0,1,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2024-02,1,1,0,1,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2025-06,1,1,0,1,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2025-10,1,4,0,4,0,0
INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,2026-01,1,0,0,0,0,0
Instituto Nacional del Cáncer (INC),,2019-06,2,0,0,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2021-04,1,0,0,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2021-08,3,1,0,0,1,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2021-09,5,4,1,3,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2021-10,1,0,0,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2021-11,3,5,4,1,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2021-12,1,1,1,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2022-01,4,0,0,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2022-02,8,1,0,0,1,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2022-03,1,0,0,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2022-04,4,4,4,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2022-05,7,2,0,2,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2022-06,2,5,4,0,1,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2022-07,3,3,3,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2022-08,2,2,1,0,1,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2022-09,8,4,1,0,3,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2022-10,5,3,2,1,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2022-11,1,1,1,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2022-12,2,1,0,1,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2023-01,1,0,0,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2023-02,1,3,1,0,2,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2023-03,1,0,0,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2023-04,4,4,1,3,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2023-05,2,0,0,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2023-06,4,1,0,1,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2023-07,2,3,2,0,1,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2023-08,5,9,6,2,1,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2023-09,2,3,3,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2023-10,3,5,2,0,3,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2023-11,3,1,0,0,0,1
Instituto Nacional del Cáncer (INC),61.608.404-6,2023-12,2,1,0,1,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2024-01,4,3,3,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2024-02,7,4,4,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2024-03,7,1,1,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2024-04,10,2,1,0,1,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2024-05,6,6,6,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2024-06,6,2,1,0,1,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2024-07,4,4,4,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2024-08,4,2,2,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2024-09,2,0,0,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2024-10,5,10,10,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2024-11,7,2,2,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2024-12,6,5,3,1,0,1
Instituto Nacional del Cáncer (INC),61.608.404-6,2025-01,2,0,0,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2025-02,8,4,2,2,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2025-03,5,5,4,1,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2025-04,7,5,5,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2025-05,6,2,2,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2025-06,6,2,0,2,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2025-07,11,10,8,2,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2025-08,4,1,0,0,1,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2025-09,1,0,0,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2025-10,6,3,2,1,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2025-11,5,2,2,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2025-12,4,3,3,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2026-01,8,5,5,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2026-02,7,3,3,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2026-03,8,11,9,1,0,1
Instituto Nacional del Cáncer (INC),61.608.404-6,2026-04,2,1,1,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2026-05,13,6,4,1,0,1
Instituto Nacional del Cáncer (INC),61.608.404-6,2026-06,5,1,1,0,0,0
Instituto Nacional del Cáncer (INC),61.608.404-6,2026-07,1,0,0,0,0,0
Mantención Preventiva Anual Linac HCM,,2021-03,1,1,0,1,0,0
Mantención Simulador Huestis HCM,,2020-10,1,1,0,1,0,0
No indica,,2026-03,2,1,0,0,1,0
No indica,,2026-06,1,0,0,0,0,0
RADIO NUCLEAR,,2019-01,2,1,0,1,0,0
RADIO NUCLEAR,79.560.900-8,2019-02,2,1,0,1,0,0
RADIO NUCLEAR,79.560.900-8,2019-03,2,2,0,2,0,0
RADIO NUCLEAR,79.560.900-8,2019-06,1,0,0,0,0,0
RADIO NUCLEAR,,2019-07,1,1,0,0,0,1
RADIO NUCLEAR,,2019-08,2,0,0,0,0,0
RADIO NUCLEAR,,2019-09,1,0,0,0,0,0
RADIO NUCLEAR,79.560.900-8,2019-11,1,1,1,0,0,0
RADIO NUCLEAR,79.560.900-8,2020-01,2,2,1,1,0,0
RADIO NUCLEAR,79.560.900-8,2020-03,1,0,0,0,0,0
RADIO NUCLEAR,79.560.900-8,2020-04,1,1,1,0,0,0
RADIO NUCLEAR,,2020-05,1,1,1,0,0,0
RADIO NUCLEAR,79.560.900-8,2020-06,2,1,1,0,0,0
RADIO NUCLEAR,,2020-10,1,1,0,1,0,0
RADIO NUCLEAR,79.560.900-8,2020-12,1,1,0,1,0,0
RADIO NUCLEAR,79.560.900-8,2021-02,1,0,0,0,0,0
RADIO NUCLEAR,79.560.900-8,2021-03,1,0,0,0,0,0
