zendesk_ticket_id,external_id,type,subject,raw_subject,description,priority,status,via_channel,requester_id,submitter_id,assignee_id,organization_id,group_id,is_public,has_incidents,due_at,satisfaction_rating,ticket_form_id,brand_id,created_at,updated_at,extracted_at
8790,,incident,Falla conexion MOSAIQ con ambos aceleradores VERSA1 y VERSA2,Falla conexion MOSAIQ con ambos aceleradores VERSA1 y VERSA2,"Buen dia, Se presenta nuevamente falla de conexion con MOSAIQ en ambos aceleradores para tratar pacientes. Se reinician los equipos en varias ocasiones sin resultados favorables. Equipos Detenidos. Saludos, Manuel.",urgent,closed,web,20254020292379,20254020292379,22968357015195,14741389938587,14481465021595,true,false,,unoffered,20427286020763,14481427110299,2024-12-03T11:56:41Z,2024-12-03T12:23:24Z,2026-08-06T15:19:10.327Z
8783,,incident,problemas con exportación de paciente y cargar fotos en pacientes en simulados,problemas con exportación de paciente y cargar fotos en pacientes en simulados,problemas con exportación de paciente y cargar fotos en pacientes en simulados,high,closed,web,26912536492699,26912536492699,28818463039515,14741593614363,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-11-29T12:20:11Z,2024-12-03T14:01:47Z,2026-08-06T15:19:10.327Z
8777,,incident,Interlock Gantry Demand,Interlock Gantry Demand,"Interlock Gantry Demand

Realice algunas acciones pero interlock persiste.

Equipo detenido",high,closed,web,20254050952987,20254050952987,22297930568347,20265216319003,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-11-27T10:45:51Z,2024-12-06T14:02:24Z,2026-08-06T15:19:10.327Z
8762,,incident,MP Noviembre,MP Noviembre,"Estimado Carlos, buenos días.

Junto con saludar, te menciono que tenemos disponibilidad para realizar el MP de Noviembre el día Jueves 28/11 desde las 15:30 hrs.



Quedo atento a tu confirmación.

Saludos cordiales.",normal,closed,web,20254020297371,20254020297371,19579474867355,14740499786395,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-11-20T13:48:10Z,2024-12-06T16:02:49Z,2026-08-06T15:19:10.327Z
8707,,incident,Escala angular camilla Infinity,Escala angular camilla Infinity,Se requiere ajuste de Escala angular camilla Infinity. 1° de desviación aproximadamente.,high,closed,web,20254050950939,20254050950939,19579486425499,14742056643483,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-10-25T18:35:41Z,2024-12-06T22:02:58Z,2026-08-06T15:19:10.327Z
8768,,incident,Gantry error//Mosaiq//Pinlock,Gantry error//Mosaiq//Pinlock,"Estimados buenos días.

Solicitamos asistencia técnica, al estar realizando el calentamiento de la máquina inesperadamente se apagó, luego encendimos  y mosaiq no conecta, nos aparece un mensaje en en NRT que indica ""Central Backup Server is unavailable"". Tambien reporto error con el pinclock del XVI.



Quedo atento a sus comentarios.

Saludos cordalies.",urgent,closed,web,20254020297371,20254020297371,28818463039515,14740499786395,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-11-22T11:48:59Z,2024-12-08T13:02:12Z,2026-08-06T15:19:10.327Z
8725,,incident,Error en Mosaiq del PC de los TENS,Error en Mosaiq del PC de los TENS,"Estimados, gusto en saludarlos.

El Mosaiq que usan los TENS presenta el error de la imagen adjunta de forma reiterativa desde el mediodía de hoy. Nos podrían guiar para saber si es algo propio del PC, de la Red o de la virtualización del servidor?

Quedamos atentos",normal,closed,web,20254050953243,20254050953243,28818463039515,20265216319003,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-11-04T18:14:13Z,2024-12-09T14:02:23Z,2026-08-06T15:19:10.327Z
8709,,incident,SNC Machine no recibe datos del equipo,SNC Machine no recibe datos del equipo,"Estimados, de hace unos dias no hemos podido revisar las imágenes de iView para los controles del acelerador, con el sistema SunCheck.
Al exportar desde Mosaiq a un pendrive e intentar ingresar manualmente las imagenes, tampoco las recibe sin importar el formato (dicom o imagenes).
Dependemos de este sistema para los QA de maquina

Quedamos atentos. Saludos,",normal,closed,email,26080982926747,26080982926747,14481448391451,14741543428379,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-10-28T13:08:31Z,2024-12-10T15:03:22Z,2026-08-06T15:19:10.327Z
8792,,incident,Encendido Acelerador Lineal,Encendido Acelerador Lineal,"Para dejar registro

El día de hoy (03-11-2024), el acelerador lineal, no realizó de manera normal el autoencendido, por lo que se comunicó situación a Ing. Roberto Aguila (7:00am). Quien entregó las indicaciones para iniciar el acelerador adecuadamente.

Saludos




[cid:782c3396-fbbe-423b-8463-ff1aba8e5908]",,closed,email,26080969273499,26080969273499,19579468718875,14741543428379,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-12-03T15:26:51Z,2024-12-10T16:03:16Z,2026-08-06T15:19:10.327Z
397,,incident,Mensajes que se han presentado en XVI,Mensajes que se han presentado en XVI,"Buenos días
Para vuestro conocimiento, se adjuntan mensajes que se ha presentado post la adquisición de CBCT en algunos pacientes.

Y hoy por segunda vez me mostró este mensaje. no genera ningún interlock, deja tratar con normalidad, pero aparece los mensajes.


Saludos



[cid:3a1a00f6-b0a1-403b-b07b-31559e24866d]
Outlook-bn4nbq5g.png
Image 2024-08-13 at 09.28.12.jpeg
Image 2024-08-13 at 09.29.01.jpeg",normal,closed,email,26080969273499,26080969273499,14481448391451,14741543428379,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-08-13T12:43:29Z,2024-12-10T16:03:16Z,2026-08-06T15:19:10.327Z
8784,,incident,Falla conexion MOSAIQ en ambos aceleradores VERSA1 y VERSA2,Falla conexion MOSAIQ en ambos aceleradores VERSA1 y VERSA2,"Buen dia,

Se presenta falla de conexion con MOSAIQ en ambos aceleradores para tratar pacientes. Se reinician los equipos en varias ocasiones sin resultados favorables. Equipos Detenidos.

Saludos,

Manuel.",urgent,closed,web,20254020292379,20254020292379,22968357015195,14741389938587,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-11-29T18:37:06Z,2024-12-13T14:02:46Z,2026-08-06T15:19:10.327Z
479,,incident,Presión de agua SURAGILITY,Presión de agua SURAGILITY,"Estimado Carlos,

 

Junto con saludar y de acuerdo con lo informado por teléfono hoy el equipo volvió a presentar interlock por presión de agua.

¿Es necesario cambiar algún repuesto que está haciendo bajar continuamente la presión?

 

Llevamos varias semanas con este problema y nos preocupa sea revisado cuanto antes.

Les vuelvo a recordar los lunes partimos la jornada 8:00am y no podemos esperar hasta ese día para comenzar con un equipo DOWN.

 

Quedo atenta a su respuesta.

Saludos,

 

 

Paula Núñez C.

Ingeniera de Equipos Médicos de Imágenes y Relacionados.

+56 9 8481 2068

ClinicaAlemana.cl (http://www.clinicaalemana.cl/)

 

 

 

 

 

 

 

 

 

 

 

Este mensaje y/o documentos adjuntos son confidenciales y están destinados a la(s) persona(s) a la que han sido enviados. Pueden contener información privada y confidencial, cuya difusión se encuentre legalmente prohibida. Si usted no es el destinatario, por favor notifique de inmediato al remitente y elimine el mensaje de sus carpetas y/o archivos.",,closed,email,20254020288667,20254020288667,19579474867355,14741318546075,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-09-13T20:01:54Z,2024-12-13T16:03:15Z,2026-08-06T15:19:10.327Z
8720,,incident,Multilaminas Suragility,Multilaminas Suragility,"Estimados,

 

Les adjunto el reporte del Test Hancock de noviembre del equipo Sur Agility, se vuelve a repetir el resultado posterior al cambio de bancos en octubre.

 

Las láminas en el borde superior están fuera de tolerancia, si bien en estas posiciones no afecta los tratamientos, la prueba de láminas que es mandataria no va a tener éxito, y los resultados siempre serán insuficientes para la Autoridad Reguladora.

 

Les pido solucionar este tema a la brevedad para evitar problemas con la Autoridad.

 

Saludos. 

 

 

 

Paula Núñez C.

Ingeniera de Equipos Médicos de Imágenes y Relacionados.

+56 9 8481 2068

ClinicaAlemana.cl (http://www.clinicaalemana.cl/)

 

 

 

 

 

 

 

 

 

 

 

Este mensaje y/o documentos adjuntos son confidenciales y están destinados a la(s) persona(s) a la que han sido enviados. Pueden contener información privada y confidencial, cuya difusión se encuentre legalmente prohibida. Si usted no es el destinatario, por favor notifique de inmediato al remitente y elimine el mensaje de sus carpetas y/o archivos.",,closed,email,20254020288667,20254020288667,19579474867355,14741318546075,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-11-04T14:58:43Z,2024-12-13T17:03:24Z,2026-08-06T15:19:10.327Z
8787,,incident,Ruido cabezal,Ruido cabezal,"Estimados buenos días.



Junto con saludar, reporto que al girar el cabezal se nota un ruido, aparentemente de roce de las tapas.



Quedo atento a sus comentarios.

Saludos cordiales,",high,closed,web,20254020297371,20254020297371,20210900681499,14740499786395,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-12-02T11:32:48Z,2024-12-13T18:03:52Z,2026-08-06T15:19:10.327Z
8759,,incident,Falla MLC,Falla MLC,"Estimados:

 

Junto con saludar, se reporta falla en el MLC en 3 pacientes hoy en la tarde. Si bien se logra resolver el problema, toma tiempo hacerlo.

Necesitamos programar una revisión por parte del servicio técnico, idealmente un día fuera de horario hábil o sábado.

 

Quedo atenta a su disponibilidad.

 

 

Paula Núñez C.

Ingeniera de Equipos Médicos de Imágenes y Relacionados.

+56 9 8481 2068

ClinicaAlemana.cl (http://www.clinicaalemana.cl/)

 

 

 

 

 

 

 

 

 

 

 

Este mensaje y/o documentos adjuntos son confidenciales y están destinados a la(s) persona(s) a la que han sido enviados. Pueden contener información privada y confidencial, cuya difusión se encuentre legalmente prohibida. Si usted no es el destinatario, por favor notifique de inmediato al remitente y elimine el mensaje de sus carpetas y/o archivos.",,closed,email,20254020288667,20254020288667,19579474867355,14741318546075,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-11-18T17:49:56Z,2024-12-13T18:03:53Z,2026-08-06T15:19:10.327Z
8719,,incident,Generator not ready or in Fault condition,Generator not ready or in Fault condition,"Estimados,

 

Junto con saludar les comento que el Linac Sur está arrojando el siguiente error aleatoriamente “GENERATOR NOT READY OR IN FAULT CONDITION” asociado al panel XVI.

 

Favor considerar el cambio o solución definitiva dada la seguidilla de eventos.

 

Saludos.

 

Paula Núñez C.

Ingeniera de Equipos Médicos de Imágenes y Relacionados.

+56 9 8481 2068

ClinicaAlemana.cl (http://www.clinicaalemana.cl/)

 

 

 

 

 

 

 

 

 

 

 

Este mensaje y/o documentos adjuntos son confidenciales y están destinados a la(s) persona(s) a la que han sido enviados. Pueden contener información privada y confidencial, cuya difusión se encuentre legalmente prohibida. Si usted no es el destinatario, por favor notifique de inmediato al remitente y elimine el mensaje de sus carpetas y/o archivos.",,closed,email,20254020288667,20254020288667,19579474867355,14741318546075,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-11-04T13:12:32Z,2024-12-13T18:03:53Z,2026-08-06T15:19:10.327Z
8754,,incident,Re: Instalación de MOSAIQ,Re: Instalación de MOSAIQ,"Buenas tardes,

Se hace envío del requerimiento del cliente a la plataforma de atención Zendesk para continuar el soporte y gestión del caso.

Saludos,

Ruben  Cammalleri

Gerente de TI

Gerencia | E&G Medical Systems

 +56226537362 | +56931868061

 rcammalleri@eygsa.cl

 www.eygsa.cl (https://www.eygsa.cl/)

 Av. Providencia 2286, Piso 5, Ofc 504



On Thu, 14 Nov 2024 at 16:27, Sebastian Salice <ssalice@eygsa.cl> wrote:

Buenas tardes Reinaldo,

Espero se encuentre bien, para instalar Mosaiq (app) es necesario que las workstation estén en el mismo dominio que el servidor mosaiq (./cas), tener framework 3.5 y 4.8 instalados y activados en windows y finalmente si es que utilizan ""eScribe"" es necesario que la versión de office este en su arquitectura de x32 bits, si no utilizan esa funcionalidad de mosaiq no es necesario tener office en la arquitectura mencionada.

Con esos pasos se puede instalar Mosaiq, la instalacion puede ser remota siempre y cuando nos entreguen ip/usuario/contraseña de los equipos.

Saludos Cordiales,

Sebastian Salice

Ingeniero Informático

TI | E&G MEDICAL SYSTEMS

 +56967868607

 ssalice@gmail.com

 www.eygsa.cl (https://www.eygsa.cl/)

 Avda. Providencia N° 2286 Of.4



El jue, 14 nov 2024 a las 14:34, Reinaldo Chavez Bravo (<rchavez@alemana.cl>) escribió:

Hola Víctor

Tengo un pedido de la Dra. Jefe del Servicio de Radioterapia y este es en relación a instalar MOSAIQ en los siguientes lugares:

 

Edificio

Piso

N° de Consulta

Vitacura

9

2

3

5

La Dehesa

3

8

 

Necesitó de tú ayuda y me indiques que significa una instalación de MOSAIQ …  algún requisito especial del PC … algún costo de Licenciamiento .. etc.

 

Agradeceré tus comentarios …  muchas gracias

 

 

 

Reinaldo Chávez B.

Jefe de Área Soporte Usuarios TI

+56 2 2586 6099  /  +56 9 7568 0085

ClinicaAlemana.cl (http://www.clinicaalemana.cl/)

 

 

 

 

 

 

 

 

 

 

Este mensaje y/o documentos adjuntos son confidenciales y están destinados a la(s) persona(s) a la que han sido enviados. Pueden contener información privada y confidencial, cuya difusión se encuentre legalmente prohibida. Si usted no es el destinatario, por favor notifique de inmediato al remitente y elimine el mensaje de sus carpetas y/o archivos.",normal,closed,email,29297841873947,14734559344539,22968357015195,14741318546075,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-11-14T19:54:14Z,2024-12-14T16:02:17Z,2026-08-06T15:19:10.327Z
8800,,incident,Falla TRM VERSA1,Falla TRM VERSA1,"Buenos dias, Se presenta falla en TRM del equipo VERSA 1, no se conecta. Se reinicia acelerador sin obtener resultados. Equipo detenido. Saludos, Manuel.",urgent,closed,web,20254020292379,20254020292379,14734559344539,14741389938587,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-12-06T11:55:41Z,2024-12-15T13:01:54Z,2026-08-06T15:19:10.327Z
8756,,incident,Re: Revisión lentitud sistema PS,Re: Revisión lentitud sistema PS,"Buenas tardes,

Estimada Camila, se creará un caso en nuestra plataforma de soporte para continuar con la atención.

Acusamos recibo de lo reportado.

Saludos,

Ruben  Cammalleri

Gerente de TI

Gerencia | E&G Medical Systems

 +56226537362 | +56931868061

 rcammalleri@eygsa.cl

 www.eygsa.cl (https://www.eygsa.cl/)

 Av. Providencia 2286, Piso 5, Ofc 504



On Fri, 15 Nov 2024 at 13:32, Camila Belen Rojas Munoz <camila.rojasm@falp.org> wrote:

Saludos estimados,

Solicitamos revisión de sistema APOTECA debido a lentitud de funcionamiento de los PS. Presentan latencia prolongada al realizar acciones, generando alarmas (por ej: alarma de balanza cuando la detención prolongada es durante el pesaje de sueros).

Atenta a sus comentarios, muchas gracias!


--

Camila Rojas Muñoz
Quimico farmaceutico, Unidad de preparados oncologicos
Manuel infante 805 Providencia | Santiago
Tel.(56.2) 2445 7375 | https://www.institutoncologicofalp.cl/ (http://www.falp.org/)
Fundación Arturo López Pérez


La información contenida en este correo electrónico es confidencial y está dirigida exclusivamente a los destinatarios indicados expresamente. Cualquier uso, reproducción, divulgación o distribución realizada por personas distintas de los destinatarios de este mensaje, está estrictamente prohibida. Si usted ha recibido este correo por error, por favor repórtelo inmediatamente al remitente y bórrelo de su sistema, sin dejar copias. Este correo electrónico no pretende ni debe ser considerado como constitutivo de ninguna relación legal, contractual o de otra índole similar.

Fundación Arturo López Pérez está comprometida con la sustentabilidad. Por favor, no imprima este correo si no es realmente necesario.",high,closed,email,20254020293275,14734559344539,20238696308635,15484666348187,14481465021595,true,false,,offered,22951460465819,14481427110299,2024-11-15T17:32:08Z,2024-12-15T18:02:57Z,2026-08-06T15:19:10.327Z
8816,,incident,Problemas con servidor de sunnuclear,Problemas con servidor de sunnuclear,"Estimados,

Les comento que la red correspondiente al servidor de sunnuclear está teniendo problemas, cuando se intenta acceder a cualquier archivo en esta se tarda mucho, dejando incluso congeladas las aplicaciones. El problema es general y también se evidencia al intentar crear una carpeta o incluso solo cambiar un nombre de algún archivo.",high,closed,web,20254050948123,20254050948123,22968357015195,14741593614363,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-12-13T21:53:54Z,2024-12-20T20:03:02Z,2026-08-06T15:19:10.327Z
8788,,incident,Falla de laminas e Interlock PRF En Chk,Falla de laminas e Interlock PRF En Chk,"Estimados buenas tardes,

 

Les informo que durante el día hemos presentado en reiteradas ocasiones los siguientes INTERLOCK:

 

* PRF En Chk
* Leaves not ready x2

 

Favor su ayuda con servicio tecnico URGENTE dado que nos están interrumpiendo todas las terapias.

 

Quedo atenta a su respuesta.

 

Paula Núñez C.

Ingeniera de Equipos Médicos de Imágenes y Relacionados.

+56 9 8481 2068

ClinicaAlemana.cl (http://www.clinicaalemana.cl/)

 

 

 

 

 

 

 

 

 

 

 

Este mensaje y/o documentos adjuntos son confidenciales y están destinados a la(s) persona(s) a la que han sido enviados. Pueden contener información privada y confidencial, cuya difusión se encuentre legalmente prohibida. Si usted no es el destinatario, por favor notifique de inmediato al remitente y elimine el mensaje de sus carpetas y/o archivos.",,closed,email,20254020288667,20254020288667,19579474867355,14741318546075,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-12-02T16:56:49Z,2024-12-21T14:02:19Z,2026-08-06T15:19:10.327Z
8770,,incident,Panel de I-View trabado,Panel de I-View trabado,Panel de I-View no se puede guardar. Manilla que se ve en imagen adjunta se encuentra rigida,normal,closed,web,20254050946715,20254050946715,27816237178267,14742026913435,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-11-22T16:18:30Z,2024-12-22T15:02:28Z,2026-08-06T15:19:10.327Z
8795,,incident,Dose Rate Mon 6 MV,Dose Rate Mon 6 MV,"Estimados, buenos días.

Solicitamos su asistencia para resolver el inhibit Dose Rate Mon que aparece al intentar irradiar con la energía de fotones de 6 MV.

Quedamos atentos a sus comentarios

Saludos",high,closed,web,20254050953243,20254050953243,19579474867355,20265216319003,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-12-04T14:55:20Z,2025-01-03T16:03:15Z,2026-08-06T15:19:10.327Z
8820,,incident,Problemas con inicio de Conebeam,Problemas con inicio de Conebeam,"Estimados,

Junto con saludar les pido su ayuda con visita urgente para revision de Suragility, no se logra iniciar conebeam.

No se logra iniciar el generador.

Atenta a su respuesta.

Obtener Outlook para iOS<https://aka.ms/o0ukef>
Este mensaje y/o documentos adjuntos son confidenciales y están destinados a la(s) persona(s) a la que han sido enviados. Pueden contener información privada y confidencial, cuya difusión se encuentre legalmente prohibida. Si usted no es el destinatario, por favor notifique de inmediato al remitente y elimine el mensaje de sus carpetas y/o archivos.",,closed,email,20254020288667,20254020288667,19579474867355,14741318546075,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-12-17T12:51:09Z,2025-01-03T17:04:06Z,2026-08-06T15:19:10.327Z
8843,,incident,Panel del iView no se mueve,Panel del iView no se mueve,"Estimados, después de la intervención del día de hoy, no hemos podido mover el panel del iView, el detector está completamente guardado y el pendant no lo lleva a ninguna otra posición.

Quedamos atentos a su asistencia.

Saludos cordiales",urgent,closed,web,20254050953243,20254050953243,22297930568347,20265216319003,14481465021595,true,false,,offered,20427286020763,14481427110299,2025-01-04T00:23:10Z,2025-01-10T14:03:27Z,2026-08-06T15:19:10.327Z
8812,,incident,Falla intermitente 2T,Falla intermitente 2T,Se solicita revisión de falla intermitente 2T.,high,closed,web,20254050948123,20254050948123,22297930568347,14741593614363,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-12-13T00:04:12Z,2025-01-11T13:02:02Z,2026-08-06T15:19:10.327Z
8836,,incident,Falla Beam Timer Axesse,Falla Beam Timer Axesse,Al irradiar planes FFF el equipo da interlog Beam Timer,high,closed,web,23562920769947,23562920769947,19579474867355,14741297259931,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-12-30T23:44:56Z,2025-01-11T14:02:07Z,2026-08-06T15:19:10.327Z
8830,,incident,Dose Rate Mon 6 y 10 FFF ,Dose Rate Mon 6 y 10 FFF ,"Estimados, espero que estén muy bien.

Les escribo para reportar que sale el inhibit Dose Rate Mon para el haz de 10 FFF al intentar irradiar un campo 20x20. Se alcanzan a entregar un aproximado de 20 UM y luego se detiene.

Por otro lado, en solo uno de los pacientes del día de hoy apareció el mismo inhibit en 4 oportunidades pero con el haz de 6FFF. Si se puede ajustar en la misma intervención, sería ideal.

Quedamos atentos a su respuesta para solventar el inhibit.

Saludos cordiales",high,closed,web,20254050953243,20254050953243,19579474867355,20265216319003,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-12-23T21:57:45Z,2025-01-11T14:02:08Z,2026-08-06T15:19:10.327Z
8825,,incident,Ctrl 2T y velocidad de giro de gantry,Ctrl 2T y velocidad de giro de gantry,"Se informa de falla Ctrl 2T reiterada durante la jornada AM.

También se reporta disminución de la velocidad de giro de gantry.",high,closed,web,20254050948763,20254050948763,19579474867355,14741593614363,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-12-19T14:57:31Z,2025-01-11T14:02:09Z,2026-08-06T15:19:10.327Z
8848,,incident,botonera suelta,botonera suelta,"Botonera derecha de camilla del Versa se encuentra suelta

 

Juan Carlos Leal Chandía

Físico Médico – Unidad de Radioterapia

Hospital Clínico Magallanes

juancarlos.lealc@redsalud.gov.cl",,closed,email,26080982926747,26080982926747,19579468718875,14741543428379,14481465021595,true,false,,offered,20427286020763,14481427110299,2025-01-07T14:01:50Z,2025-01-11T16:02:15Z,2026-08-06T15:19:10.327Z
8835,,incident,Falla MLC Axesse,Falla MLC Axesse,Falla en la lámina en ángulo de camilla 260-280.,high,closed,web,20254050952603,20254050952603,19579474867355,14741297259931,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-12-30T18:29:05Z,2025-01-14T15:02:35Z,2026-08-06T15:19:10.327Z
8741,,incident,Vida útil cable braqui,Vida útil cable braqui,"Estimados. Buenas tardes

Como parte del proceso de las mantenciones en Braqui , les comento que hemos recibo mensajes de aviso en la consola de la maquina respecto a la vida útil del cable. Ver pantallazo adjunto.

Me preocupa sobre todo por un tema de seguridad clínica al paciente. Solicito por favor que se puedan revisar los parámetros correspondientes durante la semana, considerando que no tenemos pacientes citados.

Quedamos atentos.

Muchas gracias

Saludos!",high,closed,web,20254020298395,20254020298395,19579487161371,14740499786395,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-11-11T20:08:49Z,2025-01-14T18:02:38Z,2026-08-06T15:19:10.327Z
8876,,incident,Desconexión sistema iVIew con Dicom Server,Desconexión sistema iVIew con Dicom Server,"A las 7:30 am se informó a Ing. Roberto A. que sistema iview no conecta con Dicom Server, quien entrega indicaciones remotas para ser reiniciado sistema DICOM - NAMER, posteriormente asiste a terreno junto a personal de TI, Victor A., quienes solucionan la comunicación de entre los sistemas.

posteriormente se termina QA diario sin inconvenientes.

Saludos




[cid:a7d0b5b2-6f7a-47b0-8973-41c77afc8b57]",,closed,email,26080969273499,26080969273499,14481448391451,14741543428379,14481465021595,true,false,,offered,20427286020763,14481427110299,2025-01-16T12:37:22Z,2025-01-20T14:02:08Z,2026-08-06T15:19:10.327Z
8862,,incident,Falla xvi,Falla xvi,"Falla xvi
IMG-20250113-WA0018.jpeg
IMG-20250113-WA0015.jpeg
IMG-20250113-WA0013.jpeg",high,closed,email,26080982926747,26080982926747,19579468718875,14741543428379,14481465021595,true,false,,offered,20427286020763,14481427110299,2025-01-13T14:15:25Z,2025-01-20T14:02:09Z,2026-08-06T15:19:10.327Z
8847,,incident,falla XVI,falla XVI,"Estamos teniendo repetidas fallas de caídas en el CBCT.

Se dan durante el CBCT y se relacionan con caídas en el kV.

 

Roberto tiene las imágenes y el detalle.

 

Juan Carlos Leal Chandía

Físico Médico – Unidad de Radioterapia

Hospital Clínico Magallanes

juancarlos.lealc@redsalud.gov.cl",high,closed,email,26080982926747,26080982926747,19579468718875,14741543428379,14481465021595,true,false,,offered,20427286020763,14481427110299,2025-01-07T14:01:24Z,2025-01-20T14:02:10Z,2026-08-06T15:19:10.327Z
8813,,incident,Dosisoft - ajuste de ganancia en energía 6 FFF,Dosisoft - ajuste de ganancia en energía 6 FFF,"Estimados,

Buenos días.

Necesitamos calibrar la energía de 6 FFF en el modelo de EpiBeam.

Entiendo que ustedes son el enlace con Gloria de Dosisoft?

Quedo atenta.

Saludos,

Nathalie",high,closed,web,20254050952987,20254050952987,22968357015195,20265216319003,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-12-13T11:26:28Z,2025-01-20T15:02:30Z,2026-08-06T15:19:10.327Z
425,,incident,Problemas Mosaiq,Problemas Mosaiq,"Estimados buena tarde, se requiere revisión del servidor mosaiq por problemas presentados esta última semana en el cual se presentaron errores del aplicativo en todas las estaciones, lentitud en el servicio y cierre del aplicativo.

Cabe mencionar que se realizaron pruebas en el enlace de internet en conjunto con nuestro proveedor no encontrándose problemas externos de red (configuración, velocidad y transporte de datos en el enlace), además se realizaron pruebas internas en el equipamiento de red propio todas resultando satisfactorias y sin problemas.

Además una inspección del servidor se encuentra que estos últimos días el uso de memoria Ram se ha mantenido en un 80% o mayor en algunos minutos.

Se adjuntan imágenes de alguno de los errores presentados y el uso de memoria del servidor.

--


Pedro Vera Soto.
Departamento de TI
informatica@oncorad.cl / +56 946962371
Bahamondes 44, Pedro de Valdivia, Concepción.",high,closed,email,28514344956315,28514344956315,14481448391451,14742056643483,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-08-22T18:57:22Z,2025-01-21T20:02:31Z,2026-08-06T15:19:10.327Z
8822,,incident,Rotura de fantoma ArcCheck,Rotura de fantoma ArcCheck,"Estimados

En la tarde se presentó un accidente con el fantoma ArcCheck, trasportándose desde la bodega hacia el interior del bunker, para respectivas mediciones. En la zona de la rampa, éste se deslizó de la base del carro de transporte, cayendo al piso, lo que causó que se rompiera.

Escribo para consultar la posibilidad de evaluarse, si el equipo tiene algún tipo de reparación.

Por otro lado, aprovecho para extender una observación a la empresa Sun Nuclear, que evalúen un método de sujeción del fantoma, de tal manera que fuera más robusto, en los casos, como es el nuestro, que debemos trasportarlo por un laberinto que presenta rampa.

Saludos

[cid:601c1db2-2c0e-4293-ab4f-bf21ccb9bbb1]
[cid:82dd4cb6-bbcf-426b-b302-1a443e5db9e1]


[cid:097f1e77-d2f4-47f5-a211-bb1465361fb2]",,closed,email,26080969273499,26080969273499,14481448391451,14741543428379,14481465021595,true,false,,unoffered,20427286020763,14481427110299,2024-12-17T22:07:40Z,2025-01-27T12:36:18Z,2026-08-06T15:19:10.327Z
8894,,incident,interlock -320 Mon ,interlock -320 Mon ,"Estimados,

Tenemos el interlock aun sin cargar ninguna energía, reinicie pero continua el problema",high,closed,web,20254050952987,20254050952987,20210900681499,20265216319003,14481465021595,true,false,,offered,20427286020763,14481427110299,2025-01-23T10:31:28Z,2025-01-27T14:02:02Z,2026-08-06T15:19:10.327Z
8893,,incident,XVI mensaje de mantención,XVI mensaje de mantención,En equipo Infintiy aparece mensaje de que el equipo requiere mantenimiento al momento al momento de comenzar la fase 3 del calentamiento.,normal,closed,web,20254050952603,20254050952603,20210900681499,14741297259931,14481465021595,true,false,,bad,20427286020763,14481427110299,2025-01-22T17:17:56Z,2025-01-27T14:02:03Z,2026-08-06T15:19:10.327Z
8889,,incident,"Luz azul ""Versa DH""","Luz azul ""Versa DH""","Estimados,

La luz azul del equipo que dice ""Versa HD"" no enciende.

Saludos,

Nathalie",normal,closed,web,20254050952987,20254050952987,20210900681499,20265216319003,14481465021595,true,false,,offered,20427286020763,14481427110299,2025-01-22T11:28:41Z,2025-01-27T14:02:03Z,2026-08-06T15:19:10.327Z
8887,,incident,Interlock -320 Mon para electrones de 15,Interlock -320 Mon para electrones de 15,"Estiamdos,

Tenemos interlock -320 Mon para 15 MeV.

Les adjunto una foto.

Tenemos disponibilidad de equipo hoy desde las 16:00",high,closed,web,20254050952987,20254050952987,20210900681499,20265216319003,14481465021595,true,false,,offered,20427286020763,14481427110299,2025-01-22T11:22:59Z,2025-01-27T14:02:04Z,2026-08-06T15:19:10.327Z
