used_part_id,fieldbeat_task_id,zendesk_ticket_id,part_number,part_name,quantity,raw_original_part_number,raw_original_part_name,origin_location,photo_ref,dolibarr_product_id,dolibarr_ref,unit_cost,estimated_total_cost,needs_manual_review,extracted_at
3068|2|0|1018559,3068,,1018559,LMD fan and bracket ,2,1018559,LMD fan and bracket ,Pañol E&G,,,1018559,,,false,2026-07-01T18:10:26.296Z
3068|15|0|1556286,3068,,1556286,Fru assembly Wedge ,1,1556286,Fru assembly Wedge ,Pañol E&G,,,1556286,,,false,2026-07-01T18:10:26.296Z
3068|14|0|1532592,3068,,1532592,BMDM spares kit,1,1532592,BMDM spares kit,Pañol E&G,,,1532592,,,false,2026-07-01T18:10:26.296Z
3068|13|0|1528220,3068,,1528220,Camera CCU PCB ,1,1528220,Camera CCU PCB ,Pañol E&G,,,1528220,,,false,2026-07-01T18:10:26.296Z
3069|3|0|4513316442301M,3069,,4513316442301M,Filter Element 5 microm ,2,4513316442301M,Filter Element 5 microm ,Pañol E&G,,,4513316442301M,,,false,2026-07-01T18:10:26.296Z
3069|4|0|1515098,3069,,1515098,ION Pump spare,1,1515098,ION Pump spare,Pañol E&G,,,1515098,,,false,2026-07-01T18:10:26.296Z
3069|2|0|45133304800,3069,,45133304800,Electron GUN subassembly ,1,45133304800,Electron GUN subassembly ,Pañol E&G,,,45133304800,,,false,2026-07-01T18:10:26.296Z
3071|2|0|1502613,3071,,1502613,"MOD kit, Láser ODI Lámp",1,1502613,"MOD kit, Láser ODI Lámp",Pañol E&G,,,1502613,,,false,2026-07-01T18:10:26.296Z
3075|2|0|1534958,3075,9219,1534958             ,kit spare leaf motor ,1,1534958             ,kit spare leaf motor ,Pañol E&G,,,1534958             ,,,false,2026-07-01T18:10:26.296Z
3076|2|0|1018265,3076,,1018265,Z drive motor brush ,1,1018265,Z drive motor brush ,Pañol E&G,,,1018265,,,false,2026-07-01T18:10:26.296Z
3080|2|0|,3080,9222,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3081|2|0|1534958,3081,,1534958,"KIT, SPARE, LEAF MOTOR",2,1534958,"KIT, SPARE, LEAF MOTOR",Pañol E&G,127779923BB1D997F7B0E21C4D6260D2.png,,1534958,,,false,2026-07-01T18:10:26.296Z
3082|2|0|45133308034,3082,9220,45133308034,MAGNETRON MG6363,1,45133308034,MAGNETRON MG6363,Pañol del sitio,,,45133308034,,,false,2026-07-01T18:10:26.296Z
3085|3|0|1015076,3085,9195,1015076,CABLE RETRACTILE (SK25BB-SK26B),1,1015076,CABLE RETRACTILE (SK25BB-SK26B),Pañol E&G,5158F81339EBB61A6E14F75B1072E4E9.png,,1015076,,,false,2026-07-01T18:10:26.296Z
3085|2|0|1015075,3085,9195,1015075,CABLE RETRACTILE (SK25AA-SK26A),1,1015075,CABLE RETRACTILE (SK25AA-SK26A),Pañol E&G,EA31EAC71E342E2F4C144602C185A124.png,,1015075,,,false,2026-07-01T18:10:26.296Z
3086|2|0|,3086,9153,,Disco Duro WesternDigital 1TB,1,,Disco Duro WesternDigital 1TB,Otros (Comente),,,,,,false,2026-07-01T18:10:26.296Z
3091|2|0|1552668,3091,9176,1552668,Z Motor - ElektroCraft,1,1552668,Z Motor - ElektroCraft,Pañol E&G,CB1EF0309C53EB56E2930C7A5CD2AA81.png,,1552668,,,false,2026-07-01T18:10:26.296Z
3094|2|0|BJ3324.003,3094,9100,BJ3324.003,G/O TB-6U,1,BJ3324.003,G/O TB-6U,Otros (Comente),,,BJ3324.003,,,false,2026-07-01T18:10:26.296Z
3095|2|0|4714201102,3095,,4714201102,MAGNETRON MG5193,1,4714201102,MAGNETRON MG5193,Otros (Comente),,,4714201102,,,false,2026-07-01T18:10:26.296Z
3099|2|0|1549950,3099,,1549950,HHC KIT SINERGY/INFINITY,1,1549950,HHC KIT SINERGY/INFINITY,Pañol E&G,F3D29686C1C45323716A49F39D0A07B7.png,,1549950,,,false,2026-07-01T18:10:26.296Z
3100|2|0|45133326590,3100,,45133326590,CAMERA LENS ASSEMBLY,1,45133326590,CAMERA LENS ASSEMBLY,Otros (Comente),,,45133326590,,,false,2026-07-01T18:10:26.296Z
3102|2|0|1572991,3102,9244,1572991,FRU Z MTR BRUSH SET (E CRAFT),1,1572991,FRU Z MTR BRUSH SET (E CRAFT),Pañol E&G,91A07AA7829144387F810229746ED49F.png,,1572991,,,false,2026-07-01T18:10:26.296Z
3103|2|0|1010848,3103,,1010848,"MIRROR ASSEMBLY, OPT",2,1010848,"MIRROR ASSEMBLY, OPT",Pañol E&G,BAC95BFE9D16CD99973CC184482EE8F5.png,,1010848,,,false,2026-07-01T18:10:26.296Z
3107|3|0|1538489,3107,,1538489,Diaphragm / DLG PCB,1,1538489,Diaphragm / DLG PCB,Pañol E&G,,,1538489,,,false,2026-07-01T18:10:26.296Z
3107|2|0|1517657,3107,,1517657,"PCB, Assy, Leaf Motor Drive ",1,1517657,"PCB, Assy, Leaf Motor Drive ",Pañol E&G,,,1517657,,,false,2026-07-01T18:10:26.296Z
3110|2|0|019149,3110,,019149,Filtro canister,,019149,Filtro canister,,,,019149,,,false,2026-07-01T18:10:26.296Z
3118|2|0|1564298,3118,9074,1564298,"PCB ASSYS, DLG AND DIAPHRAGM DRIVE",2,1564298,"PCB ASSYS, DLG AND DIAPHRAGM DRIVE",Pañol E&G,76C6F8D70329B36B13BB41724B1A4C39.png,,1564298,,,false,2026-07-01T18:10:26.296Z
3120|2|0|1564298,3120,9074,1564298,"pcb assy, dlg and diaphragm",1,1564298,"pcb assy, dlg and diaphragm",Pañol E&G,,,1564298,,,false,2026-07-01T18:10:26.296Z
3123|2|0|1564298,3123,9262,1564298,"pcb assy, dlg and diaphragm ",1,1564298,"pcb assy, dlg and diaphragm ",Pañol E&G,,,1564298,,,false,2026-07-01T18:10:26.296Z
3125|3|0|1534958,3125,,1534958,kit spare leaf motor ,4,1534958,kit spare leaf motor ,Pañol E&G,,,1534958,,,false,2026-07-01T18:10:26.296Z
3125|2|0|1010848,3125,,1010848,Mirro ,1,1010848,Mirro ,Pañol E&G,,,1010848,,,false,2026-07-01T18:10:26.296Z
3126|2|0|1564169,3126,9267,1564169,"kit, luminoso proj assy and pcb assy, led control",1,1564169,"kit, luminoso proj assy and pcb assy, led control",Pañol E&G,,,1564169,,,false,2026-07-01T18:10:26.296Z
3130|2|0|No,3130,,No,No,,No,No,,,,No,,,false,2026-07-01T18:10:26.296Z
3132|2|0|080140,3132,,080140,Fiber Optic,1,080140,Fiber Optic,Otros (Comente),,,080140,,,false,2026-07-01T18:10:26.296Z
3133|2|0|,3133,9277,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3137|2|0|,3137,9173,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3139|2|0|1501074,3139,9289,1501074,"PCB ASSEMBLY, DOSIMETRY B (DOSE-B)",1,1501074,"PCB ASSEMBLY, DOSIMETRY B (DOSE-B)",Pañol E&G,72E0AA83F3EFFF66EA27716FBCF53D17.png,,1501074,,,false,2026-07-01T18:10:26.296Z
3140|2|0|1010848,3140,9288,1010848,"Mirror assembly, optics (Agility)",1,1010848,"Mirror assembly, optics (Agility)",Pañol E&G,37B1A2D716D22A881592DC7925FC91FB.png,,1010848,,,false,2026-07-01T18:10:26.296Z
3141|2|0|,3141,9282,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3142|2|0|,3142,9297,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3143|2|0|1568178,3143,8775,1568178,SIB PCB,1,1568178,SIB PCB,Pañol E&G,,,1568178,,,false,2026-07-01T18:10:26.296Z
3144|2|0|4513316442301,3144,,4513316442301,5 Micron Filter CoS,2,4513316442301,5 Micron Filter CoS,Pañol E&G,E6B595A04889A1CB60C57538874B266A.png,,4513316442301,,,false,2026-07-01T18:10:26.296Z
3147|2|0|,3147,,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3149|2|0|1534958,3149,,1534958,Kit Leaf Motor,1,1534958,Kit Leaf Motor,Otros (Comente),,,1534958,,,false,2026-07-01T18:10:26.296Z
3151|2|0|1564361,3151,9307,1564361,"PROGRAMMED PCB ASSY, ROUTER",1,1564361,"PROGRAMMED PCB ASSY, ROUTER",Pañol E&G,8162F9F3D1149743BCF03CA604B606BA.png,,1564361,,,false,2026-07-01T18:10:26.296Z
3152|2|0|,3152,9291,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3154|2|0|1501074,3154,,1501074,"PCB ASSY, DOSIMETRY B",1,1501074,"PCB ASSY, DOSIMETRY B",Pañol E&G,7ED58911769C90C7A7C353BD7376C2F2.png,,1501074,,,false,2026-07-01T18:10:26.296Z
3159|2|0|451331644230M,3159,,451331644230M,FILTER ELEMENT 5 MICRON,2,451331644230M,FILTER ELEMENT 5 MICRON,Pañol E&G,4359DE97C1B35A0DF9F87D1B1DF831C5.png,,451331644230M,,,false,2026-07-01T18:10:26.296Z
3160|2|0|,3160,,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3162|2|0|,3162,,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3170|2|0|2276501,3170,,2276501,Barcode Gun.,,2276501,Barcode Gun.,,,,2276501,,,false,2026-07-01T18:10:26.296Z
3171|2|0|,3171,9261,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3172|2|0|,3172,9344,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3177|3|0|1565768,3177,9346,1565768,pcb CCU,1,1565768,pcb CCU,Otros (Comente),,,1565768,,,false,2026-07-01T18:10:26.296Z
3177|2|0|1557545,3177,9346,1557545,camera,1,1557545,camera,Otros (Comente),,,1557545,,,false,2026-07-01T18:10:26.296Z
3179|2|0|1541718,3179,,1541718,"fru, pancake motor assembly",2,1541718,"fru, pancake motor assembly",Pañol E&G,,,1541718,,,false,2026-07-01T18:10:26.296Z
3186|2|0|45133304800,3186,,45133304800,ELECTRON GUN ASSY,1,45133304800,ELECTRON GUN ASSY,Pañol E&G,,,45133304800,,,false,2026-07-01T18:10:26.296Z
3188|2|0|,3188,9314,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3189|3|0|45133326590,3189,9346,45133326590,Camera Lens Assembly,1,45133326590,Camera Lens Assembly,Pañol E&G,,,45133326590,,,false,2026-07-01T18:10:26.296Z
3189|2|0|1557545,3189,9346,1557545,Camera DX9,1,1557545,Camera DX9,Pañol E&G,,,1557545,,,false,2026-07-01T18:10:26.296Z
3190|3|0|451362610003J,3190,9361,451362610003J,"BELT, TIMING, S/SIDED",2,451362610003J,"BELT, TIMING, S/SIDED",Pañol E&G,665B945E2C1D5133C51CA7F736A5851A.png,,451362610003J,,,false,2026-07-01T18:10:26.296Z
3190|2|0|1541718,3190,9361,1541718,FRU Pancake Motot Assembly,1,1541718,FRU Pancake Motot Assembly,Pañol E&G,,,1541718,,,false,2026-07-01T18:10:26.296Z
3191|2|0|2422 086 10594,3191,9363,2422 086 10594,Fuse 32V 20A,1,2422 086 10594,Fuse 32V 20A,Pañol del sitio,,,2422 086 10594,,,false,2026-07-01T18:10:26.296Z
3193|2|0|1023592,3193,9365,1023592,"PCB, LED ASSEMBLY",1,1023592,"PCB, LED ASSEMBLY",Pañol E&G,6D68DE781EEE428A796323042E2EC978.png,,1023592,,,false,2026-07-01T18:10:26.296Z
3206|2|0|1016422,3206,9272,1016422,"SWITCH,MICRO,LEVEL,SS-5GL",2,1016422,"SWITCH,MICRO,LEVEL,SS-5GL",Pañol E&G,61772F9455AD766035DBADB1D118046F.png,,1016422,,,false,2026-07-01T18:10:26.296Z
3207|2|0|45133308530,3207,,45133308530,Magnetron  MG6370,1,45133308530,Magnetron  MG6370,Pañol del sitio,,,45133308530,,,false,2026-07-01T18:10:26.296Z
3210|2|0|1568178,3210,,1568178,"PROGRAMMED PCB ASSY, SIB",1,1568178,"PROGRAMMED PCB ASSY, SIB",Pañol E&G,,,1568178,,,false,2026-07-01T18:10:26.296Z
3212|2|0|0,3212,,0,no,0,0,no,Otros (Comente),,,0,,,false,2026-07-01T18:10:26.296Z
3214|2|0|,3214,9364,,no hay,,,no hay,Otros (Comente),,,,,,false,2026-07-01T18:10:26.296Z
3215|2|0|1534958-1024201,3215,,1534958-1024201,"Kit Spare leaf MO
Reflector ",2,1534958-1024201,"Kit Spare leaf MO
Reflector ",Pañol del sitio,,,1534958-1024201,,,false,2026-07-01T18:10:26.296Z
3218|2|0|,3218,9400,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3220|2|0|,3220,9403,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3221|2|0|,3221,9400,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3224|2|0|1023830,3224,9404,1023830,160 MLC PSU,1,1023830,160 MLC PSU,Pañol E&G,4D0099EDF0B599073784FF775B14F154.png,,1023830,,,false,2026-07-01T18:10:26.296Z
3228|2|0|SHA12-369,3228,9410,SHA12-369,Magnetic Contactor,1,SHA12-369,Magnetic Contactor,Otros (Comente),D8235BD2C54D975B4CAEA034649D82EE.png,,SHA12-369,,,false,2026-07-01T18:10:26.296Z
3232|2|0|1522567,3232,9400,1522567,RF OUTPUT WINDOWS,1,1522567,RF OUTPUT WINDOWS,Pañol E&G,,,1522567,,,false,2026-07-01T18:10:26.296Z
3235|2|0|1564298,3235,9417,1564298,"PCB ASSY, DLG AND DIAPHRAGM DRIVE",2,1564298,"PCB ASSY, DLG AND DIAPHRAGM DRIVE",Pañol E&G,,,1564298,,,false,2026-07-01T18:10:26.296Z
3236|2|0|1568178,3236,9421,1568178,"Programmed, PCB ASSY,   SIB",1,1568178,"Programmed, PCB ASSY,   SIB",Pañol E&G,EA269A691C58B80C8F2AAD7D9D408ABD.png,,1568178,,,false,2026-07-01T18:10:26.296Z
3237|2|0|45133317853,3237,9285,45133317853,"PCB INTERCONNECT PCB 840 A
RTU P/N 45133326702",2,45133317853,"PCB INTERCONNECT PCB 840 A
RTU P/N 45133326702",Otros (Comente),,,45133317853,,,false,2026-07-01T18:10:26.296Z
3238|3|0|1018874,3238,9418,1018874,Diode SI 1N416CM-D023,1,1018874,Diode SI 1N416CM-D023,,C7EED67F598902B177F037EEC25629FA.png,,1018874,,,false,2026-07-01T18:10:26.296Z
3238|4|0|1564279,3238,9418,1564279,PCB ASSY LED CONTROL,1,1564279,PCB ASSY LED CONTROL,Pañol E&G,,,1564279,,,false,2026-07-01T18:10:26.296Z
3238|2|0|1534958,3238,9418,1534958,Kit Spares Leaf Motor,4,1534958,Kit Spares Leaf Motor,Pañol E&G,F34148F6EF6DEEE225A3A726E1990AD0.png,,1534958,,,false,2026-07-01T18:10:26.296Z
3243|2|0|4714201102,3243,,4714201102,Magnetron,1,4714201102,Magnetron,Otros (Comente),,,4714201102,,,false,2026-07-01T18:10:26.296Z
3245|2|0|,3245,9388,,monitor ea193MI-BK,1,,monitor ea193MI-BK,Otros (Comente),,,,,,false,2026-07-01T18:10:26.296Z
3246|2|0|,3246,,,Aire comprimido y carro de transporte,,,Aire comprimido y carro de transporte,Otros (Comente),,,,,,false,2026-07-01T18:10:26.296Z
3247|2|0|,3247,,,Aire comprimido,2,,Aire comprimido,Otros (Comente),,,,,,false,2026-07-01T18:10:26.296Z
3249|2|0|,3249,,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3250|3|0|45133318457,3250,9407,45133318457,"FRU, RIM LTU PCB",1,45133318457,"FRU, RIM LTU PCB",Pañol E&G,D85AC5CC2B137ED83FFEFEA96AF4B471.png,,45133318457,,,false,2026-07-01T18:10:26.296Z
3250|2|0|1572432,3250,9407,1572432,"FRU, PROGRAMMED, LCU",1,1572432,"FRU, PROGRAMMED, LCU",Pañol E&G,3299316315DACE67DDF51DD8EE52800E.png,,1572432,,,false,2026-07-01T18:10:26.296Z
3252|2|0|03-999-1002,3252,,03-999-1002,HexaPOD Evo Controller 48V evo,1,03-999-1002,HexaPOD Evo Controller 48V evo,Pañol E&G,0114130540078740B044B7AD83F3CCFA.png,,03-999-1002,,,false,2026-07-01T18:10:26.296Z
3253|2|0|1022378,3253,9451,1022378,"DIODE ASSEMBLY, FRU",1,1022378,"DIODE ASSEMBLY, FRU",Pañol E&G,3276D8BF4E90777636C6E3E01B6D0808.png,,1022378,,,false,2026-07-01T18:10:26.296Z
3254|2|0|1502613,3254,9374,1502613,Distance Meter,1,1502613,Distance Meter,Pañol E&G,,,1502613,,,false,2026-07-01T18:10:26.296Z
3256|2|0|1564298,3256,9293,1564298,"PCB ASSY, DLG AND DIAPHRAGM DRIVE ",2,1564298,"PCB ASSY, DLG AND DIAPHRAGM DRIVE ",Pañol E&G,15BAD3E14E6A2F960E369778330CAA6F.png,,1564298,,,false,2026-07-01T18:10:26.296Z
3257|3|0|1018559,3257,,1018559,"ASSY, BRACKET & FAN",1,1018559,"ASSY, BRACKET & FAN",Pañol E&G,,,1018559,,,false,2026-07-01T18:10:26.296Z
3257|4|0|1534958,3257,,1534958,LEAF MOTOR SPARES KIT,1,1534958,LEAF MOTOR SPARES KIT,Pañol E&G,,,1534958,,,false,2026-07-01T18:10:26.296Z
3257|2|0|1547237,3257,,1547237,"KIT, LUMINUS PROJ ASSY AND PCB ASSY, LED CONTROL",1,1547237,"KIT, LUMINUS PROJ ASSY AND PCB ASSY, LED CONTROL",Pañol E&G,,,1547237,,,false,2026-07-01T18:10:26.296Z
3258|2|0|,3258,9441,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3262|2|0|,3262,9444,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3263|2|0|1564298,3263,9332,1564298,"PCB ASSY, DLG AND DIAPHRAGM DRIVE",2,1564298,"PCB ASSY, DLG AND DIAPHRAGM DRIVE",Pañol E&G,61392B6A4264ECEAF6738CF2657F46F9.png,,1564298,,,false,2026-07-01T18:10:26.296Z
3264|2|0|,3264,,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3267|3|0|1531145,3267,9438,1531145,"ASSY, FAN 70X70X15MM",1,1531145,"ASSY, FAN 70X70X15MM",Pañol E&G,6B0E9E81E3BF5B69E225A57610865947.png,,1531145,,,false,2026-07-01T18:10:26.296Z
3267|2|0|1565836,3267,9438,1565836,"KIT, SPARES, DLG BRAKE",1,1565836,"KIT, SPARES, DLG BRAKE",Pañol E&G,506DE8793A1846F019B06EBCE64B2B3A.png,,1565836,,,false,2026-07-01T18:10:26.296Z
3268|2|0|1018559,3268,,1018559,LMD Fan and Breaket ,2,1018559,LMD Fan and Breaket ,"Pañol E&G,Otros (Comente)",,,1018559,,,false,2026-07-01T18:10:26.296Z
3270|3|0|1534958,3270,9293,1534958,"KIT, SPARES, LEAF MO",8,1534958,"KIT, SPARES, LEAF MO",Pañol E&G,7C90A8DFA07A91D7CC8B2974C8DD881B.png,,1534958,,,false,2026-07-01T18:10:26.296Z
3270|2|0|1517657,3270,9293,1517657,"PCB ASSY, LEAF MOTOR DRIVE ",1,1517657,"PCB ASSY, LEAF MOTOR DRIVE ",Pañol E&G,FEF6534473AB4874ACA24046BB3C7299.png,,1517657,,,false,2026-07-01T18:10:26.296Z
3271|2|0|45133326702,3271,9464,45133326702,PCB RTU ,1,45133326702,PCB RTU ,Otros (Comente),,,45133326702,,,false,2026-07-01T18:10:26.296Z
3274|2|0|1564298,3274,,1564298,"PCB ASSY, DLG AND DIAPHRAGM DRIVE",1,1564298,"PCB ASSY, DLG AND DIAPHRAGM DRIVE",Pañol E&G,9B07047A258A8B31D4FE16D2EFB1E5A9.png,,1564298,,,false,2026-07-01T18:10:26.296Z
3276|2|0|1549816,3276,9235,1549816,LOWARA PUMP,1,1549816,LOWARA PUMP,Otros (Comente),,,1549816,,,false,2026-07-01T18:10:26.296Z
3279|3|0|1531790,3279,9470,1531790,"FRU X, Y, ISO CHECK PO",2,1531790,"FRU X, Y, ISO CHECK PO",Pañol E&G,,,1531790,,,false,2026-07-01T18:10:26.296Z
3279|2|0|1531853,3279,9470,1531853,"FRU X, Y FINE POT.MET",1,1531853,"FRU X, Y FINE POT.MET",Pañol E&G,,,1531853,,,false,2026-07-01T18:10:26.296Z
3280|2|0|1553878,3280,9494,1553878,"FRU, Z DRIVE MOTOR/BRAKE ASSEMBLY",1,1553878,"FRU, Z DRIVE MOTOR/BRAKE ASSEMBLY",Pañol E&G,,,1553878,,,false,2026-07-01T18:10:26.296Z
3287|2|0|1534958,3287,,1534958,"KIT, SPARE, LEAF MOTOR",16,1534958,"KIT, SPARE, LEAF MOTOR",Pañol E&G,DA1B35F9AB955B08852DB3BF96CF26BC.png,,1534958,,,false,2026-07-01T18:10:26.296Z
3290|3|0|1565345,3290,,1565345,DLG Slide Brake,2,1565345,DLG Slide Brake,Pañol del sitio,C241E18F375461B9883C418E470E6A21.png,,1565345,,,false,2026-07-01T18:10:26.296Z
3290|4|0|1534958,3290,,1534958,"Kit, Spare, Leaf Motor",10,1534958,"Kit, Spare, Leaf Motor","Pañol E&G,Pañol del sitio",247C37B911033424596BE0CBB4C47ACB.png,,1534958,,,false,2026-07-01T18:10:26.296Z
3290|2|0|1565344,3290,,1565344,Diaphragm Brake,2,1565344,Diaphragm Brake,Pañol E&G,207824E3C41AD66F6009736C3D5DAB67.png,,1565344,,,false,2026-07-01T18:10:26.296Z
3291|2|0|no,3291,,no,no,0,no,no,,,,no,,,false,2026-07-01T18:10:26.296Z
3292|2|0|1534958,3292,,1534958,KIT SPARE LEAF MOTOR,1,1534958,KIT SPARE LEAF MOTOR,Otros (Comente),,,1534958,,,false,2026-07-01T18:10:26.296Z
3293|3|0|1567908,3293,9477,1567908,KV DCB programmed,1,1567908,KV DCB programmed,Pañol E&G,,,1567908,,,false,2026-07-01T18:10:26.296Z
3293|2|0|1567203,3293,9477,1567203,Prog. PCB ASSY MTU,1,1567203,Prog. PCB ASSY MTU,Pañol E&G,,,1567203,,,false,2026-07-01T18:10:26.296Z
3294|2|0|1564281,3294,,1564281,"PCB ASSY, WEDGE CONTROL",1,1564281,"PCB ASSY, WEDGE CONTROL",Pañol E&G,2145B076CD7B496A876B74EB22257DEF.png,,1564281,,,false,2026-07-01T18:10:26.296Z
3298|2|0|1549816,3298,9513,1549816,Lowara Pump,1,1549816,Lowara Pump,Otros (Comente),,,1549816,,,false,2026-07-01T18:10:26.296Z
3306|2|0|1502613,3306,9454,1502613,"mot kit, laser ODI Lamp",1,1502613,"mot kit, laser ODI Lamp",Pañol E&G,,,1502613,,,false,2026-07-01T18:10:26.296Z
3307|2|0|1534958,3307,9544,1534958,Kit Spares leaf,2,1534958,Kit Spares leaf,Otros (Comente),CECA7A5047C3BCFCB78F29BDB355FC3D.png,,1534958,,,false,2026-07-01T18:10:26.296Z
3311|2|0|1572991,3311,9555,1572991,FRU Z MOTOR BRUSH SET,1,1572991,FRU Z MOTOR BRUSH SET,Pañol E&G,,,1572991,,,false,2026-07-01T18:10:26.296Z
3312|2|0|,3312,9556,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3318|2|0|1564298,3318,9478,1564298,Diaphragm /DLG PCB,1,1564298,Diaphragm /DLG PCB,Otros (Comente),,,1564298,,,false,2026-07-01T18:10:26.296Z
3331|2|0|1531853,3331,9476,1531853,Fine potenciometer eje longitudinal camilla precise,1,1531853,Fine potenciometer eje longitudinal camilla precise,Pañol E&G,FBA221A1986322B7B6FAE4BDB807E166.png,,1531853,,,false,2026-07-01T18:10:26.296Z
3332|2|0|N/A,3332,,N/A,No,0,N/A,No,Otros (Comente),,,N/A,,,false,2026-07-01T18:10:26.296Z
3333|2|0|,3333,,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3334|2|0|,3334,9574,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3335|2|0|,3335,9578,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3336|2|0|,3336,9573,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3337|2|0|1534958,3337,9584,1534958,"KIT, SPARES, LEAF MOTOR",11,1534958,"KIT, SPARES, LEAF MOTOR",Pañol E&G,24DC29A393D3ECE59B90EB901589C4D5.png,,1534958,,,false,2026-07-01T18:10:26.296Z
3341|2|0|0,3341,9590,0,no.,0,0,no.,Otros (Comente),0477453138F07FA9A4ECFC3E1D5DBC5D.png,,0,,,false,2026-07-01T18:10:26.296Z
3343|2|0|,3343,9591,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
3345|2|0|1534958,3345,9601,1534958,"KIT, SPARES, LEAF MOTOR",1,1534958,"KIT, SPARES, LEAF MOTOR",Pañol E&G,,,1534958,,,false,2026-07-01T18:10:26.296Z
3347|2|0|no,3347,9542,no,no,0,no,no,Otros (Comente),,,no,,,false,2026-07-01T18:10:26.296Z
3349|2|0|1529520-1527814,3349,8824,1529520-1527814,"Slitless Fligth Tube 
PSU Ion Pump",2,1529520-1527814,"Slitless Fligth Tube 
PSU Ion Pump",Otros (Comente),,,1529520-1527814,,,false,2026-07-01T18:10:26.296Z
3351|3|0|,3351,,,Trapos de limpieza de microfibra,,,Trapos de limpieza de microfibra,Pañol E&G,,,,,,false,2026-07-01T18:10:26.296Z
3351|5|0|,3351,,,Limpia contacto ,,,Limpia contacto ,Pañol E&G,,,,,,false,2026-07-01T18:10:26.296Z
3351|4|0|,3351,,,Guantes de latex,,,Guantes de latex,Pañol E&G,,,,,,false,2026-07-01T18:10:26.296Z
3351|2|0|,3351,,,Lubricante Triflow,,,Lubricante Triflow,Pañol E&G,,,,,,false,2026-07-01T18:10:26.296Z
3354|3|0|1531790,3354,9592,1531790,coarse potenciometer eje longitudinal camilla,1,1531790,coarse potenciometer eje longitudinal camilla,Pañol E&G,44A03FAE9A96CADD8633E489B5394980.png,,1531790,,,false,2026-07-01T18:10:26.296Z
3354|4|0|1531790,3354,9592,1531790,check potenciometer eje longitudinal camilla,1,1531790,check potenciometer eje longitudinal camilla,Pañol E&G,3A7D482C02460EA67137901A85AB7A20.png,,1531790,,,false,2026-07-01T18:10:26.296Z
3354|2|0|1531853,3354,9592,1531853,fine potenciometer eje longitudinal camilla precise,1,1531853,fine potenciometer eje longitudinal camilla precise,Pañol E&G,503BC8897BA9EAD83C17B95FB7F93619.png,,1531853,,,false,2026-07-01T18:10:26.296Z
3355|2|0|2179204 // 020870,3355,,2179204 // 020870,MANILLA ROBOT / SENSOR IR CARRUSEL,,2179204 // 020870,MANILLA ROBOT / SENSOR IR CARRUSEL,,,,2179204 // 020870,,,false,2026-07-01T18:10:26.296Z
3357|3|0|1549950,3357,9623,1549950,HHC KIT SYNERGY / INFINITY,1,1549950,HHC KIT SYNERGY / INFINITY,Pañol E&G,78F3BCD36E911913B63B561938491A43.png,,1549950,,,false,2026-07-01T18:10:26.296Z
3357|2|0|117482,3357,9623,117482,"PROG ASSY, KV DCB",1,117482,"PROG ASSY, KV DCB",Pañol E&G,509F1A04E3BED1A268D5FB358ADBBB42.png,,117482,,,false,2026-07-01T18:10:26.296Z
3358|2|0|45133326854,3358,,45133326854,MOUNT MIRROR,1,45133326854,MOUNT MIRROR,Otros (Comente),,,45133326854,,,false,2026-07-01T18:10:26.296Z
3359|3|0|1565836,3359,,1565836,kit spares DLG brakert,2,1565836,kit spares DLG brakert,Pañol E&G,,,1565836,,,false,2026-07-01T18:10:26.296Z
3359|2|0|1565835,3359,,1565835,kit spares diaphragm brake,2,1565835,kit spares diaphragm brake,Pañol E&G,,,1565835,,,false,2026-07-01T18:10:26.296Z
