report_field_id,fieldbeat_task_id,group_name,group_index,group_copy_of,is_group_copy,field_name,field_index,field_type,field_value,field_comment,mandatory,possible_values,etag,extracted_at
258|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE INICIO DEL TRABAJO|2,258,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE INICIO DEL TRABAJO,2,DATETIME,08/04/2019 07:00,,true,,"W/""datetime'2021-02-13T14:01:22.5034753Z'""",2026-08-03T22:08:29.382Z
258|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|7,258,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,7,TEXT,,,false,,"W/""datetime'2021-02-13T14:01:22.5041921Z'""",2026-08-03T22:08:29.382Z
258|DESCRIPCIÓN DE LA INTERVENCIÓN|1|DESPERFECTO AFECTA A|5,258,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,DESPERFECTO AFECTA A,5,MULTIPLE,OTROS (COMENTE),,true,"SIMETRIA -  PLANICIDAD DE LAS ENERGIAS,UNIFORMIDAD DE LAS ENERGIAS,RENDIMIENTO EN PROFUNDIDAD ENERGIAS,DOSIS DE REFERENCIA DE LAS ENERGIAS,PARAMETROS GEOMETRICOS,BASES DE DATOS DE CALIBRACION,BASES DE DATOS DE PRESCRIPCIONES,OTROS (COMENTE)","W/""datetime'2021-02-13T14:01:22.5052161Z'""",2026-08-03T22:08:29.382Z
260|ENTREGA|3|OBSERVACIONES|5,260,ENTREGA,3,,false,OBSERVACIONES,5,TEXT,No hay. ,,false,,"W/""datetime'2021-02-13T14:01:22.4204289Z'""",2026-08-03T22:08:29.382Z
260|ENTREGA|3|FECHA ESTIMADA DE PROXIMA INTERVENCION|3,260,ENTREGA,3,,false,FECHA ESTIMADA DE PROXIMA INTERVENCION,3,DATE,,,true,,"W/""datetime'2021-02-13T14:01:22.4211457Z'""",2026-08-03T22:08:29.382Z
260|ENTREGA|3|INTERVENCION FINALIZADA|1,260,ENTREGA,3,,false,INTERVENCION FINALIZADA,1,BOOLEAN,Si,,true,,"W/""datetime'2021-02-13T14:01:22.4217601Z'""",2026-08-03T22:08:29.382Z
260|ENTREGA|3|HABILITADO PARA USO CLINICO|4,260,ENTREGA,3,,false,HABILITADO PARA USO CLINICO,4,BOOLEAN,Si,,false,,"W/""datetime'2021-02-13T14:01:22.6356737Z'""",2026-08-03T22:08:29.382Z
260|ENTREGA|3|FECHA Y HORA DE ENTREGA|2,260,ENTREGA,3,,false,FECHA Y HORA DE ENTREGA,2,DATETIME,08/04/2019 20:00,,true,,"W/""datetime'2021-02-13T14:01:22.6362881Z'""",2026-08-03T22:08:29.382Z
260|REPUESTOS|2|NUMERO DE PARTE|2,260,REPUESTOS,2,,false,NUMERO DE PARTE,2,TEXT,No hay.  ,,false,,"W/""datetime'2021-02-13T14:01:22.4198145Z'""",2026-08-03T22:08:29.382Z
260|REPUESTOS|2|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,260,REPUESTOS,2,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO ,1,TEXT,No hay.  ,,false,,"W/""datetime'2021-02-13T14:01:22.6350593Z'""",2026-08-03T22:08:29.382Z
260|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE TERMINO DEL TRABAJO|3,260,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE TERMINO DEL TRABAJO,3,DATETIME,09/04/2019 19:59,,true,,"W/""datetime'2021-02-13T14:01:22.4177665Z'""",2026-08-03T22:08:29.382Z
260|DESCRIPCIÓN DE LA INTERVENCIÓN|1|TRABAJO REALIZADO|1,260,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,TRABAJO REALIZADO,1,TEXT,"De verifica y ajustan zona horaria, fecha y hora en Sistemas asociados al Versa y Tps.

Se verifica correcta operación de ellos. ",,true,,"W/""datetime'2021-02-13T14:01:22.4184833Z'""",2026-08-03T22:08:29.382Z
260|DESCRIPCIÓN DE LA INTERVENCIÓN|1|COMENTE EL DESPERFECTO|6,260,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,COMENTE EL DESPERFECTO,6,TEXT,,,false,,"W/""datetime'2021-02-13T14:01:22.4192001Z'""",2026-08-03T22:08:29.382Z
260|DESCRIPCIÓN DE LA INTERVENCIÓN|1|NOMBRE DEL INGENIERO ADICIONAL|4,260,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,NOMBRE DEL INGENIERO ADICIONAL,4,MULTIPLE,MANUEL REYES,,false,"MANUEL REYES,JOSE ECHEVERRIA,SEBASTIAN CARCAMO,RUBEN CAMMALLERI,GONZALO LOPEZ,ROBERTO AGUILA,OTRO (COMENTE)","W/""datetime'2021-02-13T14:01:22.6314753Z'""",2026-08-03T22:08:29.382Z
260|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE INICIO DEL TRABAJO|2,260,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE INICIO DEL TRABAJO,2,DATETIME,08/04/2019 18:30,,true,,"W/""datetime'2021-02-13T14:01:22.6330113Z'""",2026-08-03T22:08:29.382Z
260|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|7,260,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,7,TEXT,No hay.  ,,false,,"W/""datetime'2021-02-13T14:01:22.6337281Z'""",2026-08-03T22:08:29.382Z
260|DESCRIPCIÓN DE LA INTERVENCIÓN|1|DESPERFECTO AFECTA A|5,260,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,DESPERFECTO AFECTA A,5,MULTIPLE,OTROS (COMENTE),,true,"SIMETRIA -  PLANICIDAD DE LAS ENERGIAS,UNIFORMIDAD DE LAS ENERGIAS,RENDIMIENTO EN PROFUNDIDAD ENERGIAS,DOSIS DE REFERENCIA DE LAS ENERGIAS,PARAMETROS GEOMETRICOS,BASES DE DATOS DE CALIBRACION,BASES DE DATOS DE PRESCRIPCIONES,OTROS (COMENTE)","W/""datetime'2021-02-13T14:01:22.6344449Z'""",2026-08-03T22:08:29.382Z
267|ENTREGA|3|OBSERVACIONES|5,267,ENTREGA,3,,false,OBSERVACIONES,5,TEXT,"Se observará comportamiento de imágenes, durante los tratamientos con pacientes. ",,false,,"W/""datetime'2021-02-13T14:01:22.7111425Z'""",2026-08-03T22:08:29.382Z
267|ENTREGA|3|FECHA ESTIMADA DE PROXIMA INTERVENCION|3,267,ENTREGA,3,,false,FECHA ESTIMADA DE PROXIMA INTERVENCION,3,DATE,,,true,,"W/""datetime'2021-02-13T14:01:22.7122689Z'""",2026-08-03T22:08:29.382Z
267|ENTREGA|3|INTERVENCION FINALIZADA|1,267,ENTREGA,3,,false,INTERVENCION FINALIZADA,1,BOOLEAN,Si,,true,,"W/""datetime'2021-02-13T14:01:22.7132929Z'""",2026-08-03T22:08:29.382Z
267|ENTREGA|3|HABILITADO PARA USO CLINICO|4,267,ENTREGA,3,,false,HABILITADO PARA USO CLINICO,4,BOOLEAN,Si,,false,,"W/""datetime'2021-02-13T14:01:22.9318145Z'""",2026-08-03T22:08:29.382Z
267|ENTREGA|3|FECHA Y HORA DE ENTREGA|2,267,ENTREGA,3,,false,FECHA Y HORA DE ENTREGA,2,DATETIME,13/04/2019 18:37,,true,,"W/""datetime'2021-02-13T14:01:22.9326337Z'""",2026-08-03T22:08:29.382Z
267|REPUESTOS|2|NUMERO DE PARTE|2,267,REPUESTOS,2,,false,NUMERO DE PARTE,2,TEXT,No hay.  ,,false,,"W/""datetime'2021-02-13T14:01:22.2331393Z'""",2026-08-03T22:08:29.382Z
267|REPUESTOS|2|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,267,REPUESTOS,2,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO ,1,TEXT,No hay. ,,false,,"W/""datetime'2021-02-13T14:01:22.4498177Z'""",2026-08-03T22:08:29.382Z
267|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE TERMINO DEL TRABAJO|3,267,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE TERMINO DEL TRABAJO,3,DATETIME,13/04/2019 18:34,,true,,"W/""datetime'2021-02-13T14:01:22.2309889Z'""",2026-08-03T22:08:29.382Z
267|DESCRIPCIÓN DE LA INTERVENCIÓN|1|TRABAJO REALIZADO|1,267,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,TRABAJO REALIZADO,1,TEXT,"Se efectúan las celebraciones de imágenes al panel de XVI.

Se efectúa la actualización de Bad Pixel,  de panel Xvi.

Físicos chequean con diferentes fantomas y preset, no apreciando artefactos en imágenes tomadas. ",,true,,"W/""datetime'2021-02-13T14:01:22.2318081Z'""",2026-08-03T22:08:29.382Z
267|DESCRIPCIÓN DE LA INTERVENCIÓN|1|COMENTE EL DESPERFECTO|6,267,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,COMENTE EL DESPERFECTO,6,TEXT,,,false,,"W/""datetime'2021-02-13T14:01:22.2325249Z'""",2026-08-03T22:08:29.382Z
267|DESCRIPCIÓN DE LA INTERVENCIÓN|1|NOMBRE DEL INGENIERO ADICIONAL|4,267,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,NOMBRE DEL INGENIERO ADICIONAL,4,MULTIPLE,GONZALO LOPEZ,,false,"MANUEL REYES,JOSE ECHEVERRIA,SEBASTIAN CARCAMO,RUBEN CAMMALLERI,GONZALO LOPEZ,ROBERTO AGUILA,OTRO (COMENTE)","W/""datetime'2021-02-13T14:01:22.4470529Z'""",2026-08-03T22:08:29.382Z
267|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE INICIO DEL TRABAJO|2,267,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE INICIO DEL TRABAJO,2,DATETIME,13/04/2019 08:30,,true,,"W/""datetime'2021-02-13T14:01:22.4478721Z'""",2026-08-03T22:08:29.382Z
267|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|7,267,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,7,TEXT,Equipo XVI continúa en observación. ,,false,,"W/""datetime'2021-02-13T14:01:22.4484865Z'""",2026-08-03T22:08:29.382Z
267|DESCRIPCIÓN DE LA INTERVENCIÓN|1|DESPERFECTO AFECTA A|5,267,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,DESPERFECTO AFECTA A,5,MULTIPLE,OTROS (COMENTE),Artefactos en imágenes XVI. ,true,"SIMETRIA -  PLANICIDAD DE LAS ENERGIAS,UNIFORMIDAD DE LAS ENERGIAS,RENDIMIENTO EN PROFUNDIDAD ENERGIAS,DOSIS DE REFERENCIA DE LAS ENERGIAS,PARAMETROS GEOMETRICOS,BASES DE DATOS DE CALIBRACION,BASES DE DATOS DE PRESCRIPCIONES,OTROS (COMENTE)","W/""datetime'2021-02-13T14:01:22.4492033Z'""",2026-08-03T22:08:29.382Z
268|ENTREGA|3|OBSERVACIONES|5,268,ENTREGA,3,,false,OBSERVACIONES,5,TEXT,Se programará trabajo. ,,false,,"W/""datetime'2021-02-13T14:01:22.3296001Z'""",2026-08-03T22:08:29.382Z
268|ENTREGA|3|FECHA ESTIMADA DE PROXIMA INTERVENCION|3,268,ENTREGA,3,,false,FECHA ESTIMADA DE PROXIMA INTERVENCION,3,DATE,,,true,,"W/""datetime'2021-02-13T14:01:22.3302145Z'""",2026-08-03T22:08:29.382Z
268|ENTREGA|3|INTERVENCION FINALIZADA|1,268,ENTREGA,3,,false,INTERVENCION FINALIZADA,1,BOOLEAN,Si,,true,,"W/""datetime'2021-02-13T14:01:22.3308289Z'""",2026-08-03T22:08:29.382Z
268|ENTREGA|3|HABILITADO PARA USO CLINICO|4,268,ENTREGA,3,,false,HABILITADO PARA USO CLINICO,4,BOOLEAN,Si,,false,,"W/""datetime'2021-02-13T14:01:22.5473025Z'""",2026-08-03T22:08:29.382Z
268|ENTREGA|3|FECHA Y HORA DE ENTREGA|2,268,ENTREGA,3,,false,FECHA Y HORA DE ENTREGA,2,DATETIME,13/04/2019 18:30,,true,,"W/""datetime'2021-02-13T14:01:22.5481217Z'""",2026-08-03T22:08:29.382Z
268|REPUESTOS|2|NUMERO DE PARTE|2,268,REPUESTOS,2,,false,NUMERO DE PARTE,2,TEXT,No hay. ,,false,,"W/""datetime'2021-02-13T14:01:22.3288833Z'""",2026-08-03T22:08:29.382Z
268|REPUESTOS|2|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,268,REPUESTOS,2,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO ,1,TEXT,No hay,,false,,"W/""datetime'2021-02-13T14:01:22.5462785Z'""",2026-08-03T22:08:29.382Z
268|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE TERMINO DEL TRABAJO|3,268,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE TERMINO DEL TRABAJO,3,DATETIME,13/04/2019 18:10,,true,,"W/""datetime'2021-02-13T14:01:22.3264257Z'""",2026-08-03T22:08:29.382Z
268|DESCRIPCIÓN DE LA INTERVENCIÓN|1|TRABAJO REALIZADO|1,268,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,TRABAJO REALIZADO,1,TEXT,"Se efectúa el cambio de tarjeta electrónica SIB, para seguimiento de anomalía, en la variación de la tasa de Linac.  

Se aprecia un  mejor control en la calibración de los parámetros del Servo gun (muy poca variación de ellos),  con mejor estabilidad y un leve aumento en las tasas. 

Se efectúan QA a energías de 6Mv y 10Mv. 

Energía de 10 Mv okay. 

Energía de 6MV, se aprecia fuera de tolerancia en Cross line. 

Debido a lo que implica en tiempo realizar ajustes de crossline y posterior mediciones de ello por parte de equipo de fisica, se decide reinstalar PCB original. 

Se efectúan respectivos QA, con resultados satisfactorios. 
",,true,,"W/""datetime'2021-02-13T14:01:22.3273473Z'""",2026-08-03T22:08:29.382Z
268|DESCRIPCIÓN DE LA INTERVENCIÓN|1|COMENTE EL DESPERFECTO|6,268,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,COMENTE EL DESPERFECTO,6,TEXT,Seguimiento a la variación de la tasa.  ,,false,,"W/""datetime'2021-02-13T14:01:22.3280641Z'""",2026-08-03T22:08:29.382Z
268|DESCRIPCIÓN DE LA INTERVENCIÓN|1|NOMBRE DEL INGENIERO ADICIONAL|4,268,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,NOMBRE DEL INGENIERO ADICIONAL,4,MULTIPLE,GONZALO LOPEZ,,false,"MANUEL REYES,JOSE ECHEVERRIA,SEBASTIAN CARCAMO,RUBEN CAMMALLERI,GONZALO LOPEZ,ROBERTO AGUILA,OTRO (COMENTE)","W/""datetime'2021-02-13T14:01:22.5417729Z'""",2026-08-03T22:08:29.382Z
268|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE INICIO DEL TRABAJO|2,268,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE INICIO DEL TRABAJO,2,DATETIME,13/04/2019 17:00,,true,,"W/""datetime'2021-02-13T14:01:22.5428993Z'""",2026-08-03T22:08:29.382Z
268|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|7,268,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,7,TEXT,Se programará reemplazo de PCB SIB y cámara de ionización. ,,false,,"W/""datetime'2021-02-13T14:01:22.5440257Z'""",2026-08-03T22:08:29.382Z
268|DESCRIPCIÓN DE LA INTERVENCIÓN|1|DESPERFECTO AFECTA A|5,268,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,DESPERFECTO AFECTA A,5,MULTIPLE,OTROS (COMENTE),"Variación de tasa. 
",true,"SIMETRIA -  PLANICIDAD DE LAS ENERGIAS,UNIFORMIDAD DE LAS ENERGIAS,RENDIMIENTO EN PROFUNDIDAD ENERGIAS,DOSIS DE REFERENCIA DE LAS ENERGIAS,PARAMETROS GEOMETRICOS,BASES DE DATOS DE CALIBRACION,BASES DE DATOS DE PRESCRIPCIONES,OTROS (COMENTE)","W/""datetime'2021-02-13T14:01:22.5451521Z'""",2026-08-03T22:08:29.382Z
257|ENTREGA|5|HABILITADO PARA USO CLINICO|4,257,ENTREGA,5,,false,HABILITADO PARA USO CLINICO,4,BOOLEAN,Si,,false,,"W/""datetime'2021-02-13T14:01:53.2998657Z'""",2026-08-03T22:08:29.382Z
257|ENTREGA|5|FECHA Y HORA DE ENTREGA|2,257,ENTREGA,5,,false,FECHA Y HORA DE ENTREGA,2,DATETIME,06/04/2019 18:00,,true,,"W/""datetime'2021-02-13T14:01:53.3005825Z'""",2026-08-03T22:08:29.382Z
257|ENTREGA|5|OBSERVACIONES|5,257,ENTREGA,5,,false,OBSERVACIONES,5,TEXT,Se mantiene en observacion operacion de camilla ,,false,,"W/""datetime'2021-02-13T14:01:53.5117313Z'""",2026-08-03T22:08:29.382Z
257|ENTREGA|5|FECHA ESTIMADA DE PROXIMA INTERVENCION|3,257,ENTREGA,5,,false,FECHA ESTIMADA DE PROXIMA INTERVENCION,3,DATE,,,true,,"W/""datetime'2021-02-13T14:01:53.5123457Z'""",2026-08-03T22:08:29.382Z
257|ENTREGA|5|INTERVENCION FINALIZADA|1,257,ENTREGA,5,,false,INTERVENCION FINALIZADA,1,BOOLEAN,Si,,true,,"W/""datetime'2021-02-13T14:01:53.5130625Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (2)|3|NOMBRE DEL INGENIERO ADICIONAL|4,257,DESCRIPCIÓN DE LA INTERVENCIÓN (2),3,DESCRIPCIÓN DE LA INTERVENCIÓN,true,NOMBRE DEL INGENIERO ADICIONAL,4,MULTIPLE,,Rafael Guapache,false,"MANUEL REYES,JOSE ECHEVERRIA,SEBASTIAN CARCAMO,RUBEN CAMMALLERI,GONZALO LOPEZ,ROBERTO AGUILA,OTRO (COMENTE)","W/""datetime'2021-02-13T14:01:53.2911617Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (2)|3|HORA DE INICIO DEL TRABAJO|2,257,DESCRIPCIÓN DE LA INTERVENCIÓN (2),3,DESCRIPCIÓN DE LA INTERVENCIÓN,true,HORA DE INICIO DEL TRABAJO,2,DATETIME,06/04/2019 11:34,,true,,"W/""datetime'2021-02-13T14:01:53.2919809Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (2)|3|OBSERVACIONES DEL TRABAJO|7,257,DESCRIPCIÓN DE LA INTERVENCIÓN (2),3,DESCRIPCIÓN DE LA INTERVENCIÓN,true,OBSERVACIONES DEL TRABAJO,7,TEXT,,,false,,"W/""datetime'2021-02-13T14:01:53.2926977Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (2)|3|DESPERFECTO AFECTA A|5,257,DESCRIPCIÓN DE LA INTERVENCIÓN (2),3,DESCRIPCIÓN DE LA INTERVENCIÓN,true,DESPERFECTO AFECTA A,5,MULTIPLE,OTROS (COMENTE),,true,"SIMETRIA -  PLANICIDAD DE LAS ENERGIAS,UNIFORMIDAD DE LAS ENERGIAS,RENDIMIENTO EN PROFUNDIDAD ENERGIAS,DOSIS DE REFERENCIA DE LAS ENERGIAS,PARAMETROS GEOMETRICOS,BASES DE DATOS DE CALIBRACION,BASES DE DATOS DE PRESCRIPCIONES,OTROS (COMENTE)","W/""datetime'2021-02-13T14:01:53.2935169Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (2)|3|HORA DE TERMINO DEL TRABAJO|3,257,DESCRIPCIÓN DE LA INTERVENCIÓN (2),3,DESCRIPCIÓN DE LA INTERVENCIÓN,true,HORA DE TERMINO DEL TRABAJO,3,DATETIME,06/04/2019 17:50,,true,,"W/""datetime'2021-02-13T14:01:53.5044609Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (2)|3|TRABAJO REALIZADO|1,257,DESCRIPCIÓN DE LA INTERVENCIÓN (2),3,DESCRIPCIÓN DE LA INTERVENCIÓN,true,TRABAJO REALIZADO,1,TEXT,"Se cambia panel xvi, se calibra precisión geométrica adquiriendo nuevas flexmaps con fantoma ballbearing, se calibra imágen segun protocolo de fábrica. Se verifica Control QA junto a equipo de física con resultado OK",,true,,"W/""datetime'2021-02-13T14:01:53.5052801Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (2)|3|COMENTE EL DESPERFECTO|6,257,DESCRIPCIÓN DE LA INTERVENCIÓN (2),3,DESCRIPCIÓN DE LA INTERVENCIÓN,true,COMENTE EL DESPERFECTO,6,TEXT,,,false,,"W/""datetime'2021-02-13T14:01:53.5059969Z'""",2026-08-03T22:08:29.382Z
257|REPUESTOS|4|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,257,REPUESTOS,4,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO ,1,TEXT,Panel XVI ,,false,,"W/""datetime'2021-02-13T14:01:53.2991489Z'""",2026-08-03T22:08:29.382Z
257|REPUESTOS|4|NUMERO DE PARTE|2,257,REPUESTOS,4,,false,NUMERO DE PARTE,2,TEXT,R1510260,,false,,"W/""datetime'2021-02-13T14:01:53.5111169Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (1)|2|HORA DE TERMINO DEL TRABAJO|3,257,DESCRIPCIÓN DE LA INTERVENCIÓN (1),2,DESCRIPCIÓN DE LA INTERVENCIÓN,true,HORA DE TERMINO DEL TRABAJO,3,DATETIME,06/04/2019 11:00,,true,,"W/""datetime'2021-02-13T14:01:53.2943361Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (1)|2|TRABAJO REALIZADO|1,257,DESCRIPCIÓN DE LA INTERVENCIÓN (1),2,DESCRIPCIÓN DE LA INTERVENCIÓN,true,TRABAJO REALIZADO,1,TEXT,"Se ajusta cintas de freno longitudinal, mejorando operación del eje.",,true,,"W/""datetime'2021-02-13T14:01:53.2950529Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (1)|2|COMENTE EL DESPERFECTO|6,257,DESCRIPCIÓN DE LA INTERVENCIÓN (1),2,DESCRIPCIÓN DE LA INTERVENCIÓN,true,COMENTE EL DESPERFECTO,6,TEXT,,,false,,"W/""datetime'2021-02-13T14:01:53.2957697Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (1)|2|NOMBRE DEL INGENIERO ADICIONAL|4,257,DESCRIPCIÓN DE LA INTERVENCIÓN (1),2,DESCRIPCIÓN DE LA INTERVENCIÓN,true,NOMBRE DEL INGENIERO ADICIONAL,4,MULTIPLE,,,false,"MANUEL REYES,JOSE ECHEVERRIA,SEBASTIAN CARCAMO,RUBEN CAMMALLERI,GONZALO LOPEZ,ROBERTO AGUILA,OTRO (COMENTE)","W/""datetime'2021-02-13T14:01:53.5066113Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (1)|2|HORA DE INICIO DEL TRABAJO|2,257,DESCRIPCIÓN DE LA INTERVENCIÓN (1),2,DESCRIPCIÓN DE LA INTERVENCIÓN,true,HORA DE INICIO DEL TRABAJO,2,DATETIME,06/04/2019 09:30,,true,,"W/""datetime'2021-02-13T14:01:53.5072257Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (1)|2|OBSERVACIONES DEL TRABAJO|7,257,DESCRIPCIÓN DE LA INTERVENCIÓN (1),2,DESCRIPCIÓN DE LA INTERVENCIÓN,true,OBSERVACIONES DEL TRABAJO,7,TEXT,,,false,,"W/""datetime'2021-02-13T14:01:53.5079425Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN (1)|2|DESPERFECTO AFECTA A|5,257,DESCRIPCIÓN DE LA INTERVENCIÓN (1),2,DESCRIPCIÓN DE LA INTERVENCIÓN,true,DESPERFECTO AFECTA A,5,MULTIPLE,OTROS (COMENTE),,true,"SIMETRIA -  PLANICIDAD DE LAS ENERGIAS,UNIFORMIDAD DE LAS ENERGIAS,RENDIMIENTO EN PROFUNDIDAD ENERGIAS,DOSIS DE REFERENCIA DE LAS ENERGIAS,PARAMETROS GEOMETRICOS,BASES DE DATOS DE CALIBRACION,BASES DE DATOS DE PRESCRIPCIONES,OTROS (COMENTE)","W/""datetime'2021-02-13T14:01:53.5085569Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN|1|NOMBRE DEL INGENIERO ADICIONAL|4,257,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,NOMBRE DEL INGENIERO ADICIONAL,4,MULTIPLE,,,false,"MANUEL REYES,JOSE ECHEVERRIA,SEBASTIAN CARCAMO,RUBEN CAMMALLERI,GONZALO LOPEZ,ROBERTO AGUILA,OTRO (COMENTE)","W/""datetime'2021-02-13T14:01:53.2964865Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE INICIO DEL TRABAJO|2,257,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE INICIO DEL TRABAJO,2,DATETIME,06/04/2019 07:30,,true,,"W/""datetime'2021-02-13T14:01:53.2972033Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|7,257,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,7,TEXT,Se consultará a Elekta,,false,,"W/""datetime'2021-02-13T14:01:53.2978177Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN|1|DESPERFECTO AFECTA A|5,257,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,DESPERFECTO AFECTA A,5,MULTIPLE,OTROS (COMENTE),,true,"SIMETRIA -  PLANICIDAD DE LAS ENERGIAS,UNIFORMIDAD DE LAS ENERGIAS,RENDIMIENTO EN PROFUNDIDAD ENERGIAS,DOSIS DE REFERENCIA DE LAS ENERGIAS,PARAMETROS GEOMETRICOS,BASES DE DATOS DE CALIBRACION,BASES DE DATOS DE PRESCRIPCIONES,OTROS (COMENTE)","W/""datetime'2021-02-13T14:01:53.2985345Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE TERMINO DEL TRABAJO|3,257,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE TERMINO DEL TRABAJO,3,DATETIME,06/04/2019 09:30,,true,,"W/""datetime'2021-02-13T14:01:53.5091713Z'""",2026-08-03T22:08:29.382Z
257|DESCRIPCIÓN DE LA INTERVENCIÓN|1|TRABAJO REALIZADO|1,257,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,TRABAJO REALIZADO,1,TEXT,"Se calibra panel iview sin mejora, se investigará artefacto presente relativo a subpanel",,true,,"W/""datetime'2021-02-13T14:01:53.5098881Z'""",2026-08-03T22:08:29.382Z
