fieldbeat_task_id,fieldbeat_task_date,client_key,client_rut,client_name,task_type,task_state,technician_names,equipment_internal_ids,linked_zendesk_ticket_id,zendesk_join_status,used_parts_count,matched_used_parts_count,placeholder_used_parts_count,unmatched_used_parts_count,ambiguous_used_parts_count,review_required_used_parts_count,dolibarr_refs,dolibarr_product_ids,used_part_numbers,used_part_names,part_match_statuses,part_match_methods,report_quality_status
280,2019-05-14T16:15:00.000Z,FIELD_BEAT_CLIENT||CLINICA ALEMANA DE SANTIAGO,,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,FINISHED,scarcamo,Linac-151673,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
281,2019-05-14T17:58:00.000Z,FIELD_BEAT_CLIENT||CLINICA ALEMANA DE SANTIAGO,,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,FINISHED,scarcamo,OIS-CAS,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
282,2019-05-17T22:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,mreyes,LINAC-153038,,NO_TICKET_REPORTED,1,1,0,0,0,1,1014204,10952,"Ion Chamber. 1014204-08

SIB. 1006737","Ion Chamber. Serie 07181000106B40-8

Signal Input Board PCB. Serie 2488895.",MATCHED,REF_LIKE,REVIEW_REQUIRED
283,2019-05-18T12:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,scarcamo,LINAC-153038,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
284,2019-05-15T13:37:04.891Z,FIELD_BEAT_CLIENT||ACME,,ACME,CORRECTIVA PROGRAMADA,SCHEDULED,,153038,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,no hay,no hay,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
271,2019-04-25T14:00:58.390Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,,FINISHED,jecheverria,APOTECA-CHEMO,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,nc,nc,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
275,2019-04-29T11:50:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA NO PROGRAMADA,FINISHED,raguila,,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,N/C,N/C,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
285,2019-05-15T13:48:37.411Z,FIELD_BEAT_CLIENT||ACME,,ACME,CORRECTIVA PROGRAMADA,SCHEDULED,,153038,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
286,2019-05-15T15:00:20.866Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,Linac-154325,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,No hay.,No hay.,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
287,2019-05-17T21:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA PROGRAMADA,FINISHED,glopez,Linac-153935,,NO_TICKET_REPORTED,2,1,0,1,0,2,1016472_usado,11874,1538489|1016472,PCB diaphragm drive|diaphragm brake x 2 unidades,NO_MATCH|MATCHED,NONE|REF_LIKE,HAS_UNMATCHED_PARTS
288,2019-05-20T22:00:52.391Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,rcammalleri,TPS-FALP,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
289,2019-05-16T16:30:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,,SERVICIO DE SALUD DE MAGALLANES,PREVENTIVA PROGRAMADA,FINISHED,raguila,,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,N/C,"Low voltaje halogen lamp marca Philips de 13,8 V - 50W",PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
290,2019-05-24T14:40:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA NO PROGRAMADA,FINISHED,raguila,,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,N/C,N/C,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
291,2019-05-27T11:00:00.000Z,FIELD_BEAT_CLIENT||HOSPITAL CARLOS VAN BUREN (SSVSA),,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA PROGRAMADA,FINISHED,mreyes,,,NO_TICKET_REPORTED,1,1,0,0,0,0,821321900352,11061,821321900352,Fusible 10 Amperes 32V con retardo.,MATCHED,REF_EXACT,OK
292,2019-05-28T14:00:00.000Z,FIELD_BEAT_CLIENT|61.605.000-1|INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,INSTITUTO DE SALUD PUBLICA (ISP),PREVENTIVA PROGRAMADA,FINISHED,mreyes,PANASONIC-ISP,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,No hay.,"Alcohol Isopropilico.

Paños de limpieza.",NO_MATCH,NONE,HAS_UNMATCHED_PARTS
293,2019-05-30T12:10:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,5295001R001,Ipcu 2 ch  positive,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
304,2019-06-19T20:00:00.000Z,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,SERVICIO DE SALUD DE MAGALLANES,PREVENTIVA PROGRAMADA,FINISHED,raguila,SIM-HCM,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,,N/C,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
305,2019-06-21T17:00:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,HOSPITAL CARLOS VAN BUREN (SSVSA),PREVENTIVA PROGRAMADA,FINISHED,mreyes,Linac-154325,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,Sin número,"Grasa Ep2.  
Limpia contacto. 
Paños de limpieza.  
Alcohol isopropilico.",PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
306,2019-06-21T15:00:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,PREVENTIVA PROGRAMADA,SCHEDULED,,Linac-152171,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
308,2019-07-05T20:00:00.000Z,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,SERVICIO DE SALUD DE MAGALLANES,PREVENTIVA PROGRAMADA,FINISHED,raguila,Linac-152280,,NO_TICKET_REPORTED,2,1,1,0,0,2,1020850,11004,N/C|1020850 serial nro.2109688,"Grasa Multiuso EP-2,alcohol isopropilico, wd-40, limpia contacto, paños de limpieza.|Programmed PCB (PPG)",PLACEHOLDER_VALUE|MATCHED,PLACEHOLDER_REJECTED|REF_LIKE,HAS_PLACEHOLDERS
309,2019-07-05T14:00:00.000Z,FIELD_BEAT_CLIENT|96.606.750-0|CLÍNICA ALEMANA DE TEMUCO,96.606.750-0,CLÍNICA ALEMANA DE TEMUCO,PREVENTIVA PROGRAMADA,FINISHED,mreyes,Linac-201073,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,No hay.,Grasa.  WD40.  Aceite de máquina.,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
310,2019-07-26T21:00:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,PREVENTIVA PROGRAMADA,FINISHED,rguapache,Linac-151673,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
312,2019-06-12T15:30:25.140Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,LINAC-153038,,NO_TICKET_REPORTED,1,1,0,0,0,0,1016476,10913,1016476,"2 x Kit Tornillo, Motor y Nuez de Lámina Agility",MATCHED,REF_EXACT,OK
313,2019-06-13T12:00:45.530Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,Linac-153935,,NO_TICKET_REPORTED,3,2,0,1,0,1,1016476|1507089,10913|11644,1516940|1016476|1507089,2 x Leaf Motor Drive Module PCB|4 x Kit Tornillo Nuez y Motor|Router PCB,NO_MATCH|MATCHED,NONE|REF_EXACT,HAS_UNMATCHED_PARTS
314,2019-06-14T23:20:00.000Z,FIELD_BEAT_CLIENT||UC CHRISTUS - CECA,,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,glopez,,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
315,2019-06-14T22:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,PREVENTIVA PROGRAMADA,FINISHED,scarcamo,,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
320,2019-06-14T12:10:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA NO PROGRAMADA,FINISHED,raguila,,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,45133308710,Fuente de Poder,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
321,2019-06-23T18:17:00.000Z,FIELD_BEAT_CLIENT||ACME,,ACME,CORRECTIVA PROGRAMADA,SCHEDULED,,153038,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
323,2019-06-21T15:00:00.000Z,FIELD_BEAT_CLIENT||CLINICA ALEMANA DE SANTIAGO,,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,FINISHED,scarcamo,Linac-152171,,NO_TICKET_REPORTED,1,1,0,0,0,0,45133304800,10375,4513 330 4800,Electron Gun Assy,MATCHED,REF_NORMALIZED_EXACT,OK
294,2019-05-15T13:00:00.000Z,FIELD_BEAT_CLIENT||CLÍNICA SANATORIO ALEMÁN (ONCORAD),,CLÍNICA SANATORIO ALEMÁN (ONCORAD),ASISTENCIA REMOTA,FINISHED,mreyes,,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,No hay.,No hay.,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
295,2019-05-22T12:00:00.000Z,FIELD_BEAT_CLIENT||CLÍNICA SANATORIO ALEMÁN (ONCORAD),,CLÍNICA SANATORIO ALEMÁN (ONCORAD),ASISTENCIA REMOTA,FINISHED,mreyes,,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,No hay.,No hay.,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
296,2019-05-30T11:45:47.808Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA NO PROGRAMADA,FINISHED,rcammalleri,TPS-FALP,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
297,2019-06-03T19:00:00.000Z,FIELD_BEAT_CLIENT||Instituto Nacional del Cáncer (INC),,Instituto Nacional del Cáncer (INC),REQUERIMIENTO DEL CLIENTE,FINISHED,scarcamo,,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
298,2019-06-03T18:20:11.537Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),CORRECTIVA PROGRAMADA,SCHEDULED,,,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
301,2019-06-07T17:00:10.197Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,HOSPITAL CARLOS VAN BUREN (SSVSA),REQUERIMIENTO DEL CLIENTE,FINISHED,mreyes,OIS-HCVB,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,No hay,"Repiza metálica de 60 x 23,5 Cm

Pack teclado y mouse. Marca Ultra.

Tornillos rosca. 

Tarugos de volcanita. 

Amarras plásticas.",NO_MATCH,NONE,HAS_UNMATCHED_PARTS
302,2019-06-07T23:00:03.653Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,glopez,LINAC-153038,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,no hay,no hay,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
303,2019-06-14T22:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,PREVENTIVA PROGRAMADA,SCHEDULED,,LINAC-153038,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
307,2019-07-05T21:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,PREVENTIVA PROGRAMADA,FINISHED,glopez,Linac-153935,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,,2 filtros de agua,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
311,2019-07-26T17:00:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,HOSPITAL CARLOS VAN BUREN (SSVSA),PREVENTIVA PROGRAMADA,FINISHED,mreyes,Linac-154325,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,101674,"2 Nr. Kit spares, DLG Brake.",NO_MATCH,NONE,HAS_UNMATCHED_PARTS
316,2019-06-18T21:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,scarcamo,,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
317,2019-06-12T20:30:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,,SERVICIO DE SALUD DE MAGALLANES,PREVENTIVA PROGRAMADA,FINISHED,raguila,,,NO_TICKET_REPORTED,2,2,0,0,0,0,4513332644304F|8113024252101J,10304|10325,4513332644304F|8113024252101J,01 Motor Assembly|01 Lead Screw Assembly,MATCHED,REF_EXACT,OK
318,2019-06-18T20:00:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),76.746.730-3,CLÍNICA SANATORIO ALEMÁN (ONCORAD),CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,Linac-201110,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,No hay.,No hay.,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
319,2019-06-19T14:15:06.356Z,FIELD_BEAT_CLIENT|79.560.900-8|RADIO NUCLEAR,79.560.900-8,RADIO NUCLEAR,CORRECTIVA NO PROGRAMADA,ARCHIVED,,Linac-151238,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
322,2019-06-23T18:19:00.000Z,FIELD_BEAT_CLIENT||ACME,,ACME,,SCHEDULED,,153038,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
327,2019-07-05T17:00:00.000Z,FIELD_BEAT_CLIENT|61.606.901-2|HOSPITAL REGIONAL DE TALCA,61.606.901-2,HOSPITAL REGIONAL DE TALCA,PREVENTIVA PROGRAMADA,SCHEDULED,,LAP-Laser_HRT,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
329,2019-07-01T13:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,REQUERIMIENTO DEL CLIENTE,FINISHED,rcammalleri,APOTECA-CHEMO,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
331,2019-07-05T17:00:00.000Z,FIELD_BEAT_CLIENT||HOSPITAL REGIONAL DE TALCA,,HOSPITAL REGIONAL DE TALCA,PREVENTIVA PROGRAMADA,FINISHED,scarcamo,LAP-Laser_HRT,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
332,2019-07-05T18:00:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,,SERVICIO DE SALUD DE MAGALLANES,PREVENTIVA PROGRAMADA,FINISHED,raguila,,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,1015459,Tarjeta electrónica Linac Interface Board (LIB),NO_MATCH,NONE,HAS_UNMATCHED_PARTS
333,2019-07-10T01:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,scarcamo,,,NO_TICKET_REPORTED,1,1,0,0,0,1,SAT-A3004-10,12080,at-a3004,Filament Driver,MATCHED,REF_LIKE,REVIEW_REQUIRED
334,2019-07-10T22:00:00.000Z,FIELD_BEAT_CLIENT||CLINICA ALEMANA DE SANTIAGO,,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,Linac-152171,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
335,2019-07-11T14:00:52.136Z,FIELD_BEAT_CLIENT|76.105.383-3|TORRE MÉDICA - RANCAGUA,76.105.383-3,TORRE MÉDICA - RANCAGUA,CORRECTIVA PROGRAMADA,FINISHED,jecheverria,Linac-105277,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,SN,N/C,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
336,2019-07-11T14:00:25.916Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,FINISHED,rcammalleri,Linac-152171,,NO_TICKET_REPORTED,1,1,0,0,0,0,1022096,10775,1022096,FAN ASSY 70X70X15MM,MATCHED,REF_EXACT,OK
337,2019-07-12T14:00:32.690Z,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,96.757.430-9,INRAD,CORRECTIVA PROGRAMADA,FINISHED,jecheverria,Linac-201172,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,NC,"Wd-40 ; grasa multiuso, alcohol isopropilico, limpia contacto, paños de limpieza.",PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
338,2019-07-12T22:00:00.000Z,FIELD_BEAT_CLIENT||HOSPITAL CARLOS VAN BUREN (SSVSA),,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA PROGRAMADA,FINISHED,scarcamo,Linac-154325,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
344,2019-07-22T13:17:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,SCHEDULED,,,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
324,2019-06-26T13:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,REQUERIMIENTO DEL CLIENTE,FINISHED,rcammalleri,,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
325,2019-06-28T15:48:00.000Z,FIELD_BEAT_CLIENT||TORRE MÉDICA - RANCAGUA,,TORRE MÉDICA - RANCAGUA,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,No hay,No hay.,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
326,2019-06-28T15:40:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,,SERVICIO DE SALUD DE MAGALLANES,PREVENTIVA PROGRAMADA,FINISHED,raguila,,,NO_TICKET_REPORTED,2,2,0,0,0,0,4513332644304F|8113024252101J,10304|10325,4513332644304F|8113024252101J,01 motor Assembly|01 leadscrew assy,MATCHED,REF_EXACT,OK
328,2019-07-03T23:45:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,LINAC-153038,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,NC,NC,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
330,2019-07-04T18:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA NO PROGRAMADA,SCHEDULED,,LINAC-153038,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
339,2019-07-17T23:00:00.000Z,FIELD_BEAT_CLIENT||HOSPITAL CARLOS VAN BUREN (SSVSA),,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA PROGRAMADA,FINISHED,jecheverria,Linac-154325,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,153848,"PCB ASSY, DLG AND DIAPHRAGM DRIVE",NO_MATCH,NONE,HAS_UNMATCHED_PARTS
340,2019-07-18T13:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,ASISTENCIA REMOTA,FINISHED,jecheverria,,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,SN,NC,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
341,2019-07-19T20:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,REQUERIMIENTO DEL CLIENTE,FINISHED,scarcamo,,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
342,2019-07-17T12:30:00.000Z,FIELD_BEAT_CLIENT||CLÍNICA SANATORIO ALEMÁN (ONCORAD),,CLÍNICA SANATORIO ALEMÁN (ONCORAD),ASISTENCIA REMOTA,FINISHED,mreyes,,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,No hay.,No hay.,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
343,2019-07-22T13:16:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,,SCHEDULED,,,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
345,2019-07-20T12:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,scarcamo,,,NO_TICKET_REPORTED,1,1,0,0,0,0,1510261,11553,1510261,Panel MV,MATCHED,REF_EXACT,OK
346,2019-07-23T13:00:00.803Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,LINAC-153038,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,,FUSIBLE DE 10 AMP. 250 Volts,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
351,2019-07-25T15:45:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,PREVENTIVA NO PROGRAMADA,FINISHED,mreyes,,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,No hay.,No hay.,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
354,2019-07-29T17:48:00.000Z,FIELD_BEAT_CLIENT||CLINICA ALEMANA DE SANTIAGO,,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,FINISHED,scarcamo,Linac-151673,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
355,2019-07-29T16:30:00.000Z,FIELD_BEAT_CLIENT||CLINICA ALEMANA DE SANTIAGO,,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,FINISHED,rcammalleri,TPS-CAS,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
356,2019-07-30T13:00:00.000Z,FIELD_BEAT_CLIENT||RADIO NUCLEAR,,RADIO NUCLEAR,CORRECTIVA PROGRAMADA,FINISHED,mreyes,Linac-151238,,NO_TICKET_REPORTED,1,0,0,0,1,1,,,"Lead 8113024252101J. 
Motor 4513332644304F.","Motor Assy.
Lead Screw Assemly.",AMBIGUOUS_MATCH,REF_LIKE,HAS_AMBIGUOUS_PARTS
