used_part_id,fieldbeat_task_id,zendesk_ticket_id,part_name,raw_part_identifier,normalized_part_identifier,dolibarr_product_id,dolibarr_ref,dolibarr_barcode,dolibarr_label,match_method,match_confidence,match_status,needs_manual_review,candidate_dolibarr_product_ids
2840|2|0|821321900373,2840,8855,"FUSE LINK, 240V, 80A, U",821321900373,821321900373,12022,821321900373H,,Fuse link 240V/80A,REF_LIKE,0.5,MATCHED,true,
2842|2|0|821321900359,2842,8866,FUSE 32X6 8AMP,821321900359,821321900359,,,,,NONE,0,NO_MATCH,true,
2852|2|0|No hay,2852,,No hay,No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2853|2|0|1500954,2853,8901,"voltaje regulator, pcb assy ",1500954,1500954,,,,,NONE,0,NO_MATCH,true,
2855|2|0|1557545,2855,,"CAMARA, DX9",1557545,1557545,12192,1557545,,"Camera, DX9",REF_EXACT,1,MATCHED,false,
2864|2|0|45133304800,2864,,electron gun assy,45133304800,45133304800,10375,45133304800,,SL ELECTRON GUN ASSY,REF_EXACT,1,MATCHED,false,
2865|3|0|1534958,2865,8916,"KIT, SPARES, LEAF MOTOR",1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
2865|2|0|157657,2865,8916,"PCB ASSY, LEAF MOTOR DRIVE",157657,157657,,,,,NONE,0,NO_MATCH,true,
2868|2|0|1547237,2868,8912,"kit, luminus proj assy and PCB assy, LED CONTROL ",1547237,1547237,,,,,REF_LIKE,0.5,AMBIGUOUS_MATCH,true,12086|10767
2869|2|0|,2869,8923,"baterias 12v 7,2 ah",,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2870|2|0|1010848,2870,8927,"mirror assembly, óptics ",1010848,1010848,11037,1010848,,"Mirror assembly, optics (Agility)",REF_EXACT,1,MATCHED,false,
2871|2|0|,2871,8904,Batería de 12 VDC 7.2 AH,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2872|3|0|1556287,2872,8884,Diaphragm brakes spare kit,1556287,1556287,12261,1556287,,"KIT, SPARES, DIAPHRAGM BRAKE",REF_EXACT,1,MATCHED,false,
2872|5|0|1024939,2872,8884,LED projector fan,1024939,1024939,10776,1024939,,"ASSY, 40X40X10MM FAN, HEATSINK",REF_EXACT,1,MATCHED,false,
2872|4|0|1547237,2872,8884,"kit, luminus proj assy and PCB assy, LED control",1547237,1547237,,,,,REF_LIKE,0.5,AMBIGUOUS_MATCH,true,12086|10767
2872|2|0|1018559,2872,8884,LMD fan and bracket,1018559,1018559,10724,1018559,,"ASSY, BRACKET & FAN",REF_EXACT,1,MATCHED,false,
2872|7|0|1564298,2872,8884,diaphragm / DLG PCB,1564298,1564298,11039,1564298,,Diaphragm/DLG PCB,REF_EXACT,1,MATCHED,false,
2872|6|0|1556292,2872,8884,DLG brake spares kit,1556292,1556292,,,,,NONE,0,NO_MATCH,true,
2877|2|0|1502613,2877,8817,Distance Meter,1502613,1502613,10994,1502613,,Laser ODI Spares Kit,REF_EXACT,1,MATCHED,false,
2878|2|0|,2878,8775,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2880|2|0|1502613,2880,8867,"mod kit, láser ODI lamp ",1502613,1502613,10994,1502613,,Laser ODI Spares Kit,REF_EXACT,1,MATCHED,false,
2885|2|0|1526646-1500998-1024939,2885,8943,"PCB LED CONTROL
LED PROJECTOR
LED PROJECTOR FAN",1526646-1500998-1024939,152664615009981024939,,,,,REF_LIKE,0.5,AMBIGUOUS_MATCH,true,10776|10769
2887|2|0|,2887,,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2888|2|0|,2888,,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2889|2|0|1527814,2889,8954,Fuente de poder IPCU,1527814,1527814,11929,1527814,,"PSU, ION PUMP",REF_EXACT,1,MATCHED,false,
2894|2|0|45133411788,2894,8951,Brake Assembly,45133411788,45133411788,11049,45133411788,,Longitudinal Brake assembly (MR),REF_EXACT,1,MATCHED,false,
2898|2|0|1018559,2898,,"assy, bracket & fan ",1018559,1018559,10724,1018559,,"ASSY, BRACKET & FAN",REF_EXACT,1,MATCHED,false,
2900|2|0|1515997,2900,,Thyratron,1515997,1515997,12245,1515997,,"THYRATRON,GL1551A",REF_EXACT,1,MATCHED,false,
2901|2|0|No,2901,,No.,No,NO,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2902|2|0|N/A,2902,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2904|2|0|45133308730,2904,8967,H.H.C RECIEVER UNIT Mk2,45133308730,45133308730,12139,45133308730,,HHC reciever unit MK2,REF_EXACT,1,MATCHED,false,
2906|2|0|,2906,,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2908|2|0|,2908,8975,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2910|2|0|4513341184601H,2910,,"CABLE ASSY, PL5 TO SK5A",4513341184601H,4513341184601H,11694,45133411846,,"CABLE ASSY, PL5 TO SK5A",REF_LIKE,0.5,MATCHED,true,
2911|2|0|C428393094,2911,,Balanza Mettler Toledo WM6002,C428393094,C428393094,,,,,NONE,0,NO_MATCH,true,
2912|2|0|,2912,,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2913|2|0|,2913,,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2914|2|0|1534958,2914,8980,"KET, SPARE, LEAF MOTOR",1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
2917|2|0|N/A,2917,,"Fusible de 1,6 Amp",N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2918|2|0|,2918,,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2921|2|0|1534958,2921,8980,"KIT, SPARES LEAF MO",1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
2926|2|0|,2926,8993,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2928|2|0|,2928,8821,thyratron,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2931|2|0|1534958,2931,9015,"kit, spares, leaf motor ",1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
2932|2|0|,2932,8995,Aire comprimido y sistemas de limpieza,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2933|2|0|1502613,2933,8999,"spare kit, distance meter ",1502613,1502613,10994,1502613,,Laser ODI Spares Kit,REF_EXACT,1,MATCHED,false,
2935|2|0|1564281,2935,9006,"PCB, assy, wedge control ",1564281,1564281,10764,1021309___1564281,,"PCB ASSY, WEDGE CONTROL",REF_LIKE,0.5,MATCHED,true,
2936|3|0|45133400146,2936,133,Slitless flight tube kit,45133400146,45133400146,11837,45133400146,,Slitless flight tube kit,REF_EXACT,1,MATCHED,false,
2936|5|0|45133304100,2936,133,Drif tube assembly,45133304100,45133304100,11839,45133304100,,Drift tube assembly,REF_EXACT,1,MATCHED,false,
2936|4|0|45133304200,2936,133,Target drive assembly,45133304200,45133304200,11838,45133304200,,Target Drive Assembly,REF_EXACT,1,MATCHED,false,
2936|2|0|1515098,2936,133,bombas ionica,1515098,1515098,10374,1515098,,ION PUMP - SPARE,REF_EXACT,1,MATCHED,false,
2936|7|0|261308039505,2936,133,seal,261308039505,261308039505,11840,261308039505,,Seal,REF_EXACT,1,MATCHED,false,
2936|6|0|1515219,2936,133,Gasket 70mm falange copper,1515219,1515219,11752,1515219,,"Kit, Gasket, 70mm",REF_EXACT,1,MATCHED,false,
2937|2|0|,2937,,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2944|2|0|1534958,2944,9027,KIT LEAF MOTOR,1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
2946|2|0|1024939,2946,9028,"ASSY, 40X40X10MM FAN, HEATSINK",1024939,1024939,10776,1024939,,"ASSY, 40X40X10MM FAN, HEATSINK",REF_EXACT,1,MATCHED,false,
2949|2|0|45133304800,2949,,ELECTRON GUN ASSY,45133304800,45133304800,10375,45133304800,,SL ELECTRON GUN ASSY,REF_EXACT,1,MATCHED,false,
2950|2|0|1564298,2950,,"PCB Assy, DLG and DIAPHRAGM Drive",1564298,1564298,11039,1564298,,Diaphragm/DLG PCB,REF_EXACT,1,MATCHED,false,
2951|2|0|1564281,2951,8991,"PCB ASSY, WEDGE CONTROL",1564281,1564281,10764,1021309___1564281,,"PCB ASSY, WEDGE CONTROL",REF_LIKE,0.5,MATCHED,true,
2952|2|0|45133307849,2952,,FRU PWB 811,45133307849,45133307849,,,,,NONE,0,NO_MATCH,true,
2954|2|0|1547237,2954,9037,"KIT, LUMINUS PORJ ASSY AND PCB ASSY, LED CONTROL",1547237,1547237,,,,,REF_LIKE,0.5,AMBIGUOUS_MATCH,true,12086|10767
2957|2|0|1527814,2957,9055,"PSU, ion PUMP ",1527814,1527814,11929,1527814,,"PSU, ION PUMP",REF_EXACT,1,MATCHED,false,
2958|2|0|1564298,2958,9003,Diaphragm/DLG PCB,1564298,1564298,11039,1564298,,Diaphragm/DLG PCB,REF_EXACT,1,MATCHED,false,
2961|2|0|,2961,44,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2962|2|0|1564298,2962,,PCB DLG Drive,1564298,1564298,11039,1564298,,Diaphragm/DLG PCB,REF_EXACT,1,MATCHED,false,
2963|3|0|1015076,2963,9063,"cable, retráctile, MLC sk25bb - sk26b",1015076,1015076,10957,1015076,,"Cable, retractile, MLC (SK25BB–SK26B)",REF_EXACT,1,MATCHED,false,
2963|4|0|1015075,2963,9063,"cable, retráctile  MLC sk25aa - sk26a ",1015075,1015075,10958,1015075,,"Cable, retractile, MLC (SK25AA–SK26A)",REF_EXACT,1,MATCHED,false,
2963|2|0|1527044,2963,9063,"programmed pcb assy, router",1527044,1527044,,,,,NONE,0,NO_MATCH,true,
2972|2|0|,2972,9071,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2980|3|0|1522567,2980,9072,RF OUTPUT Window,1522567,1522567,12044,1522567,,RF output window,REF_EXACT,1,MATCHED,false,
2980|5|0|261308039505,2980,9072,seal,261308039505,261308039505,11840,261308039505,,Seal,REF_EXACT,1,MATCHED,false,
2980|4|0|1515219,2980,9072,gasket 70mm flange,1515219,1515219,11752,1515219,,"Kit, Gasket, 70mm",REF_EXACT,1,MATCHED,false,
2980|2|0|1515098,2980,9072,ION PUMP,1515098,1515098,10374,1515098,,ION PUMP - SPARE,REF_EXACT,1,MATCHED,false,
2988|3|0|1010848,2988,8832,"MIRROR ASSEMBLY, OPTIC",1010848,1010848,11037,1010848,,"Mirror assembly, optics (Agility)",REF_EXACT,1,MATCHED,false,
2988|5|0|1522567,2988,8832,RF OUTPUT WINDOW,1522567,1522567,12044,1522567,,RF output window,REF_EXACT,1,MATCHED,false,
2988|4|0|1538261,2988,8832,"FRU KIT, FLIGHT TUBE DRIVE ASSY",1538261,1538261,11854,1538261,,"FRU KIT, FLIGHT TUBE DRIVE",REF_EXACT,1,MATCHED,false,
2988|2|0|1515098,2988,8832,ION PUMP SPARE,1515098,1515098,10374,1515098,,ION PUMP - SPARE,REF_EXACT,1,MATCHED,false,
2989|2|0|1024939,2989,,"sssy 40 x 40 x 10 mm fan, heatsink ",1024939,1024939,10776,1024939,,"ASSY, 40X40X10MM FAN, HEATSINK",REF_EXACT,1,MATCHED,false,
2990|3|0|1548845,2990,8895,X-Ray Tube,1548845,1548845,10615,1548845,,"ASSEMBLY, X-RAY TUBE VAREX",REF_EXACT,1,MATCHED,false,
2990|5|0|1539682,2990,8895,"Function KeyPad (FkP)
",1539682,1539682,11662,1539682,,"FKP control, Elekta Synergy",REF_EXACT,1,MATCHED,false,
2990|4|0|1550513,2990,8895,extenderd imaging module ( xim),1550513,1550513,11029,1550513,,Extended imaging module (XIM),REF_EXACT,1,MATCHED,false,
2990|2|0|1505856,2990,8895,X-Ray Generator,1505856,1505856,12120,1505856,,"MRT 23871 KV GENERATOR,400V",REF_EXACT,1,MATCHED,false,
2992|2|0|,2992,,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2993|2|0|,2993,9111,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2994|2|0|,2994,,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
2996|2|0|,2996,,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3004|3|0|S/N,3004,,Kit soporte de bolsas,S/N,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3004|2|0|1075774-42,3004,,Kit base viales,1075774-42,107577442,,,,,NONE,0,NO_MATCH,true,
3011|2|0|03-999-1290,3011,9123,Handheld hexapod (TM),03-999-1290,039991290,12067,03-999-1290,,Handheld Controller,REF_EXACT,1,MATCHED,false,
3019|2|0|45133154423-45133301412,3019,9131,"Filter Element
potentiometer 20K",45133154423-45133301412,4513315442345133301412,,,,,NONE,0,NO_MATCH,true,
3021|2|0|1018265,3021,9145,fru Z motor brush set,1018265,1018265,11961,1018265_proveedor_local,,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",REF_LIKE,0.5,MATCHED,true,
3024|3|0|1550513,3024,9151,"EXT. IMAG. MOD (XIM), ASSY",1550513,1550513,11029,1550513,,Extended imaging module (XIM),REF_EXACT,1,MATCHED,false,
3024|2|0|1539679,3024,9151,"MRT 14791, GENERAL FKP",1539679,1539679,12282,1539679___1571202,,"MRT 14791, GENERAL FKP ASSY",REF_LIKE,0.5,MATCHED,true,
3031|2|0|1528403,3031,9167,BEAM MU DOSE MODULE,1528403,1528403,,,,,NONE,0,NO_MATCH,true,
3036|2|0|,3036,9173,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3043|2|0|1534958,3043,,"KIT, SPARES, LEAF MOTOR",1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
3054|2|0|AEA006,3054,,Cable de comunicación R485.,AEA006,AEA006,,,,,NONE,0,NO_MATCH,true,
3055|2|0|1534958,3055,,"KIT, SPARE, LEAF MOTOR",1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
3059|2|0|,3059,,No.,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3060|2|0|,3060,,No.,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3061|2|0|,3061,0101,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3068|12|0|1564361,3068,,programmed PCB assy Router,1564361,1564361,11038,1564361,,"Programmed PCB Assy, Router",REF_EXACT,1,MATCHED,false,
3068|11|0|1564281,3068,,wedge board,1564281,1564281,10764,1021309___1564281,,"PCB ASSY, WEDGE CONTROL",REF_LIKE,0.5,MATCHED,true,
3068|10|0|1517657,3068,,PCB assy Leaf Motor Drive,1517657,1517657,10701,1517657,,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",REF_EXACT,1,MATCHED,false,
3068|7|0|1557545,3068,,camera,1557545,1557545,12192,1557545,,"Camera, DX9",REF_EXACT,1,MATCHED,false,
3068|6|0|1011030,3068,,Les,1011030,1011030,11035,1011030,,"Lens, Collimator",REF_EXACT,1,MATCHED,false,
3068|9|0|1565835,3068,,"Kit spare, Diaphragm Brake ",1565835,1565835,11031,1565835,,"KIT, SPARES, DIAPHRAGM BRAKE",REF_EXACT,1,MATCHED,false,
3068|8|0|1565836,3068,,"Kit spares, DLG Brake ",1565836,1565836,10983,1565836,,"KIT, SPARES, DLG BRAKE",REF_EXACT,1,MATCHED,false,
3068|3|0|1531145,3068,,Router PCB Cage fan,1531145,1531145,11145,1531145,,"Assy, Fan 70x70x15mm",REF_EXACT,1,MATCHED,false,
3068|5|0|1564169,3068,,kit led proyector,1564169,1564169,12262,1564169,,"Kit, Luminus proj assy and PCB assy, LED control",REF_EXACT,1,MATCHED,false,
3068|4|0|1024939,3068,,fan led proyector,1024939,1024939,10776,1024939,,"ASSY, 40X40X10MM FAN, HEATSINK",REF_EXACT,1,MATCHED,false,
3068|2|0|1018559,3068,,LMD fan and bracket,1018559,1018559,10724,1018559,,"ASSY, BRACKET & FAN",REF_EXACT,1,MATCHED,false,
3068|15|0|1556286,3068,,Fru assembly Wedge,1556286,1556286,,,,,NONE,0,NO_MATCH,true,
3068|14|0|1532592,3068,,BMDM spares kit,1532592,1532592,12268,1532592,,BMDM spares kit,REF_EXACT,1,MATCHED,false,
3068|13|0|1528220,3068,,Camera CCU PCB,1528220,1528220,,,,,NONE,0,NO_MATCH,true,
3069|3|0|4513316442301M,3069,,Filter Element 5 microm,4513316442301M,4513316442301M,10312,4513316442301M,,FILTER ELEMENT 5 MICRON,REF_EXACT,1,MATCHED,false,
3069|4|0|1515098,3069,,ION Pump spare,1515098,1515098,10374,1515098,,ION PUMP - SPARE,REF_EXACT,1,MATCHED,false,
3069|2|0|45133304800,3069,,Electron GUN subassembly,45133304800,45133304800,10375,45133304800,,SL ELECTRON GUN ASSY,REF_EXACT,1,MATCHED,false,
3071|2|0|1502613,3071,,"MOD kit, Láser ODI Lámp",1502613,1502613,10994,1502613,,Laser ODI Spares Kit,REF_EXACT,1,MATCHED,false,
3075|2|0|1534958,3075,9219,kit spare leaf motor,1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
3076|2|0|1018265,3076,,Z drive motor brush,1018265,1018265,11961,1018265_proveedor_local,,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",REF_LIKE,0.5,MATCHED,true,
3080|2|0|,3080,9222,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3081|2|0|1534958,3081,,"KIT, SPARE, LEAF MOTOR",1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
3082|2|0|45133308034,3082,9220,MAGNETRON MG6363,45133308034,45133308034,12128,45133308034,,"Magnetron, MG6363",REF_EXACT,1,MATCHED,false,
3085|3|0|1015076,3085,9195,CABLE RETRACTILE (SK25BB-SK26B),1015076,1015076,10957,1015076,,"Cable, retractile, MLC (SK25BB–SK26B)",REF_EXACT,1,MATCHED,false,
3085|2|0|1015075,3085,9195,CABLE RETRACTILE (SK25AA-SK26A),1015075,1015075,10958,1015075,,"Cable, retractile, MLC (SK25AA–SK26A)",REF_EXACT,1,MATCHED,false,
3086|2|0|,3086,9153,Disco Duro WesternDigital 1TB,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3091|2|0|1552668,3091,9176,Z Motor - ElektroCraft,1552668,1552668,11247,1553878___1552668,,"Z Motor - ElektroCraft - FRU, Z drive motor/brake assembly",REF_LIKE,0.5,MATCHED,true,
3094|2|0|BJ3324.003,3094,9100,G/O TB-6U,BJ3324.003,BJ3324003,,,,,NONE,0,NO_MATCH,true,
3095|2|0|4714201102,3095,,MAGNETRON MG5193,4714201102,4714201102,11286,4714201102,,MAGNETRON MG5193,REF_EXACT,1,MATCHED,false,
3099|2|0|1549950,3099,,HHC KIT SINERGY/INFINITY,1549950,1549950,12134,1549950,,"HHC kit,Synergy/Infinity",REF_EXACT,1,MATCHED,false,
3100|2|0|45133326590,3100,,CAMERA LENS ASSEMBLY,45133326590,45133326590,11568,45133326590,,CAMERA LENS ASSEMBLY,REF_EXACT,1,MATCHED,false,
3102|2|0|1572991,3102,9244,FRU Z MTR BRUSH SET (E CRAFT),1572991,1572991,10978,1572991,,FRU Z MTR BRUSH SET (E'CRAFT),REF_EXACT,1,MATCHED,false,
3103|2|0|1010848,3103,,"MIRROR ASSEMBLY, OPT",1010848,1010848,11037,1010848,,"Mirror assembly, optics (Agility)",REF_EXACT,1,MATCHED,false,
3107|3|0|1538489,3107,,Diaphragm / DLG PCB,1538489,1538489,,,,,NONE,0,NO_MATCH,true,
3107|2|0|1517657,3107,,"PCB, Assy, Leaf Motor Drive ",1517657,1517657,10701,1517657,,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",REF_EXACT,1,MATCHED,false,
3110|2|0|019149,3110,,Filtro canister,019149,019149,11225,019149,,Annual Maintenance Kit,REF_EXACT,1,MATCHED,false,
3118|2|0|1564298,3118,9074,"PCB ASSYS, DLG AND DIAPHRAGM DRIVE",1564298,1564298,11039,1564298,,Diaphragm/DLG PCB,REF_EXACT,1,MATCHED,false,
3120|2|0|1564298,3120,9074,"pcb assy, dlg and diaphragm",1564298,1564298,11039,1564298,,Diaphragm/DLG PCB,REF_EXACT,1,MATCHED,false,
3123|2|0|1564298,3123,9262,"pcb assy, dlg and diaphragm ",1564298,1564298,11039,1564298,,Diaphragm/DLG PCB,REF_EXACT,1,MATCHED,false,
3125|3|0|1534958,3125,,kit spare leaf motor,1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
3125|2|0|1010848,3125,,Mirro,1010848,1010848,11037,1010848,,"Mirror assembly, optics (Agility)",REF_EXACT,1,MATCHED,false,
3126|2|0|1564169,3126,9267,"kit, luminoso proj assy and pcb assy, led control",1564169,1564169,12262,1564169,,"Kit, Luminus proj assy and PCB assy, LED control",REF_EXACT,1,MATCHED,false,
3130|2|0|No,3130,,No,No,NO,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3132|2|0|080140,3132,,Fiber Optic,080140,080140,12197,080140,,Fiber optic for indexer,REF_EXACT,1,MATCHED,false,
3133|2|0|,3133,9277,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3137|2|0|,3137,9173,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3139|2|0|1501074,3139,9289,"PCB ASSEMBLY, DOSIMETRY B (DOSE-B)",1501074,1501074,11487,1501074,,DOSE B version 2,REF_EXACT,1,MATCHED,false,
3140|2|0|1010848,3140,9288,"Mirror assembly, optics (Agility)",1010848,1010848,11037,1010848,,"Mirror assembly, optics (Agility)",REF_EXACT,1,MATCHED,false,
3141|2|0|,3141,9282,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3142|2|0|,3142,9297,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3143|2|0|1568178,3143,8775,SIB PCB,1568178,1568178,10821,1568178,,SIB PCB,REF_EXACT,1,MATCHED,false,
3144|2|0|4513316442301,3144,,5 Micron Filter CoS,4513316442301,4513316442301,10312,4513316442301M,,FILTER ELEMENT 5 MICRON,REF_LIKE,0.5,MATCHED,true,
3147|2|0|,3147,,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3149|2|0|1534958,3149,,Kit Leaf Motor,1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
3151|2|0|1564361,3151,9307,"PROGRAMMED PCB ASSY, ROUTER",1564361,1564361,11038,1564361,,"Programmed PCB Assy, Router",REF_EXACT,1,MATCHED,false,
3152|2|0|,3152,9291,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3154|2|0|1501074,3154,,"PCB ASSY, DOSIMETRY B",1501074,1501074,11487,1501074,,DOSE B version 2,REF_EXACT,1,MATCHED,false,
3159|2|0|451331644230M,3159,,FILTER ELEMENT 5 MICRON,451331644230M,451331644230M,,,,,NONE,0,NO_MATCH,true,
3160|2|0|,3160,,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3162|2|0|,3162,,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3170|2|0|2276501,3170,,Barcode Gun.,2276501,2276501,11227,2276501,,SCANNER GRYPHON GD4430-HCK1,REF_EXACT,1,MATCHED,false,
3171|2|0|,3171,9261,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3172|2|0|,3172,9344,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3177|3|0|1565768,3177,9346,pcb CCU,1565768,1565768,10151,1565768,,"(CCU) PCB ASSY, CAM CID8726DX9 AGI",REF_EXACT,1,MATCHED,false,
3177|2|0|1557545,3177,9346,camera,1557545,1557545,12192,1557545,,"Camera, DX9",REF_EXACT,1,MATCHED,false,
3179|2|0|1541718,3179,,"fru, pancake motor assembly",1541718,1541718,11595,1541718,,"FRU, Pancake Motor Assembly",REF_EXACT,1,MATCHED,false,
3186|2|0|45133304800,3186,,ELECTRON GUN ASSY,45133304800,45133304800,10375,45133304800,,SL ELECTRON GUN ASSY,REF_EXACT,1,MATCHED,false,
3188|2|0|,3188,9314,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3189|3|0|45133326590,3189,9346,Camera Lens Assembly,45133326590,45133326590,11568,45133326590,,CAMERA LENS ASSEMBLY,REF_EXACT,1,MATCHED,false,
3189|2|0|1557545,3189,9346,Camera DX9,1557545,1557545,12192,1557545,,"Camera, DX9",REF_EXACT,1,MATCHED,false,
3190|3|0|451362610003J,3190,9361,"BELT, TIMING, S/SIDED",451362610003J,451362610003J,10998,451362610003J,,Belt - m/c 151270 onwards,REF_EXACT,1,MATCHED,false,
3190|2|0|1541718,3190,9361,FRU Pancake Motot Assembly,1541718,1541718,11595,1541718,,"FRU, Pancake Motor Assembly",REF_EXACT,1,MATCHED,false,
3191|2|0|2422 086 10594,3191,9363,Fuse 32V 20A,2422 086 10594,242208610594,,,,,NONE,0,NO_MATCH,true,
3193|2|0|1023592,3193,9365,"PCB, LED ASSEMBLY",1023592,1023592,11013,1023592,,"PCB, LED ASSEMBLY - EIM",REF_EXACT,1,MATCHED,false,
3206|2|0|1016422,3206,9272,"SWITCH,MICRO,LEVEL,SS-5GL",1016422,1016422,11809,1016422,,SWITCH MICRO LEVER SS-5GL,REF_EXACT,1,MATCHED,false,
3207|2|0|45133308530,3207,,Magnetron  MG6370,45133308530,45133308530,11007,45133308530,,"New fast tune magnetron, MG6370",REF_EXACT,1,MATCHED,false,
3210|2|0|1568178,3210,,"PROGRAMMED PCB ASSY, SIB",1568178,1568178,10821,1568178,,SIB PCB,REF_EXACT,1,MATCHED,false,
3212|2|0|0,3212,,no,0,0,,,,,NONE,0,NO_MATCH,true,
3214|2|0|,3214,9364,no hay,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3215|2|0|1534958-1024201,3215,,"Kit Spare leaf MO
Reflector ",1534958-1024201,15349581024201,11034,1534958,,Leaf motor spares kit,REF_LIKE,0.5,MATCHED,true,
3218|2|0|,3218,9400,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3220|2|0|,3220,9403,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
3221|2|0|,3221,9400,N/A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
